sample,thin_sample,who,value
255,2550,tsimane,0.000372
255,2550,adults,0.001942
256,2560,monkeys,0.089596
256,2560,kids,0.015066
256,2560,tsimane,0.000319
256,2560,adults,0.002711
257,2570,monkeys,0.089815
257,2570,kids,0.015288
257,2570,tsimane,0.000372
257,2570,adults,0.003146
258,2580,monkeys,0.088452
258,2580,kids,0.015138
258,2580,tsimane,0.000355
258,2580,adults,0.003026
259,2590,monkeys,0.090552
259,2590,kids,0.015103
259,2590,tsimane,0.000345
259,2590,adults,0.001423
260,2600,monkeys,0.083577
260,2600,kids,0.009867
260,2600,tsimane,0.006511
260,2600,adults,0.000714
261,2610,monkeys,0.083739
261,2610,kids,0.011012
261,2610,tsimane,0.004085
261,2610,adults,0.001496
262,2620,monkeys,0.083987
262,2620,kids,0.011034
262,2620,tsimane,0.004056
262,2620,adults,0.001535
263,2630,monkeys,0.079671
263,2630,kids,0.010870
263,2630,tsimane,0.002952
263,2630,adults,0.001278
264,2640,monkeys,0.079738
264,2640,kids,0.011001
264,2640,tsimane,0.003313
264,2640,adults,0.001380
265,2650,monkeys,0.081250
265,2650,kids,0.011484
265,2650,tsimane,0.003960
265,2650,adults,0.001369
266,2660,monkeys,0.078470
266,2660,kids,0.011753
266,2660,tsimane,0.003809
266,2660,adults,0.001520
267,2670,monkeys,0.080881
267,2670,kids,0.011922
267,2670,tsimane,0.003900
267,2670,adults,0.001184
268,2680,monkeys,0.080704
268,2680,kids,0.011148
268,2680,tsimane,0.004556
268,2680,adults,0.001501
269,2690,monkeys,0.081141
269,2690,kids,0.010965
269,2690,tsimane,0.003949
269,2690,adults,0.001632
270,2700,monkeys,0.084294
270,2700,kids,0.010900
270,2700,tsimane,0.003212
270,2700,adults,0.001623
271,2710,monkeys,0.089029
271,2710,kids,0.011685
271,2710,tsimane,0.004349
271,2710,adults,0.001380
272,2720,monkeys,0.083966
272,2720,kids,0.010604
272,2720,tsimane,0.003719
272,2720,adults,0.001228
273,2730,monkeys,0.084087
273,2730,kids,0.011149
273,2730,tsimane,0.001710
273,2730,adults,0.002073
274,2740,monkeys,0.084936
274,2740,kids,0.011482
274,2740,tsimane,0.003810
274,2740,adults,0.001283
275,2750,monkeys,0.077381
275,2750,kids,0.018856
275,2750,tsimane,0.000707
275,2750,adults,0.000875
276,2760,monkeys,0.074453
276,2760,kids,0.025257
276,2760,tsimane,0.000480
276,2760,adults,0.001440
277,2770,monkeys,0.076204
277,2770,kids,0.024980
277,2770,tsimane,0.000329
277,2770,adults,0.002134
278,2780,monkeys,0.072202
278,2780,kids,0.021939
278,2780,tsimane,0.000850
278,2780,adults,0.000829
279,2790,monkeys,0.086327
279,2790,kids,0.010845
279,2790,tsimane,0.001751
279,2790,adults,0.000824
280,2800,monkeys,0.076329
280,2800,kids,0.009644
280,2800,tsimane,0.000753
280,2800,adults,0.002077
281,2810,monkeys,0.094988
281,2810,kids,0.013295
281,2810,tsimane,0.007081
281,2810,adults,0.000420
282,2820,monkeys,0.089626
282,2820,kids,0.013183
282,2820,tsimane,0.002783
282,2820,adults,0.000436
283,2830,monkeys,0.087141
283,2830,kids,0.013392
283,2830,tsimane,0.002799
283,2830,adults,0.000379
284,2840,monkeys,0.084351
284,2840,kids,0.014051
284,2840,tsimane,0.002215
284,2840,adults,0.000380
285,2850,monkeys,0.088680
285,2850,kids,0.015543
285,2850,tsimane,0.000739
285,2850,adults,0.000085
286,2860,monkeys,0.098211
286,2860,kids,0.013106
286,2860,tsimane,0.001496
286,2860,adults,0.000726
287,2870,monkeys,0.095861
287,2870,kids,0.011959
287,2870,tsimane,0.001086
287,2870,adults,0.000670
288,2880,monkeys,0.095686
288,2880,kids,0.012203
288,2880,tsimane,0.000932
288,2880,adults,0.000754
289,2890,monkeys,0.094518
289,2890,kids,0.013245
289,2890,tsimane,0.000908
289,2890,adults,0.001123
290,2900,monkeys,0.092941
290,2900,kids,0.011856
290,2900,tsimane,0.001629
290,2900,adults,0.001215
291,2910,monkeys,0.077829
291,2910,kids,0.018244
291,2910,tsimane,0.003298
291,2910,adults,0.000256
292,2920,monkeys,0.088045
292,2920,kids,0.018889
292,2920,tsimane,0.002392
292,2920,adults,0.000035
293,2930,monkeys,0.090053
293,2930,kids,0.018676
293,2930,tsimane,0.001985
293,2930,adults,0.000030
294,2940,monkeys,0.089070
294,2940,kids,0.018623
294,2940,tsimane,0.002146
294,2940,adults,0.000027
295,2950,monkeys,0.094654
295,2950,kids,0.021148
295,2950,tsimane,0.001998
295,2950,adults,0.000031
296,2960,monkeys,0.087774
296,2960,kids,0.017816
296,2960,tsimane,0.001677
296,2960,adults,0.000106
297,2970,monkeys,0.084807
297,2970,kids,0.017783
297,2970,tsimane,0.002875
297,2970,adults,0.000228
298,2980,monkeys,0.074015
298,2980,kids,0.011242
298,2980,tsimane,0.001141
298,2980,adults,0.002445
299,2990,monkeys,0.072167
299,2990,kids,0.014284
299,2990,tsimane,0.004658
299,2990,adults,0.000340
300,3000,monkeys,0.084526
300,3000,kids,0.010206
300,3000,tsimane,0.000761
300,3000,adults,0.001718
301,3010,monkeys,0.080826
301,3010,kids,0.013259
301,3010,tsimane,0.002212
301,3010,adults,0.000412
302,3020,monkeys,0.073225
302,3020,kids,0.014625
302,3020,tsimane,0.002777
302,3020,adults,0.000687
303,3030,monkeys,0.094143
303,3030,kids,0.010227
303,3030,tsimane,0.002961
303,3030,adults,0.000169
304,3040,monkeys,0.062837
304,3040,kids,0.011981
304,3040,tsimane,0.000670
304,3040,adults,0.001876
305,3050,monkeys,0.087638
305,3050,kids,0.011619
305,3050,tsimane,0.000756
305,3050,adults,0.001639
306,3060,monkeys,0.091200
306,3060,kids,0.012202
306,3060,tsimane,0.000428
306,3060,adults,0.001448
307,3070,monkeys,0.092129
307,3070,kids,0.013445
307,3070,tsimane,0.000823
307,3070,adults,0.001418
308,3080,monkeys,0.090946
308,3080,kids,0.013432
308,3080,tsimane,0.000883
308,3080,adults,0.000870
309,3090,monkeys,0.089206
309,3090,kids,0.015145
309,3090,tsimane,0.001256
309,3090,adults,0.000493
310,3100,monkeys,0.086647
310,3100,kids,0.014342
310,3100,tsimane,0.001226
310,3100,adults,0.000555
311,3110,monkeys,0.085948
311,3110,kids,0.014409
311,3110,tsimane,0.001264
311,3110,adults,0.000535
312,3120,monkeys,0.085633
312,3120,kids,0.015647
312,3120,tsimane,0.001245
312,3120,adults,0.000275
313,3130,monkeys,0.081739
313,3130,kids,0.016187
313,3130,tsimane,0.001265
313,3130,adults,0.000764
314,3140,monkeys,0.081739
314,3140,kids,0.016187
314,3140,tsimane,0.001265
314,3140,adults,0.000764
315,3150,monkeys,0.081739
315,3150,kids,0.016187
315,3150,tsimane,0.001265
315,3150,adults,0.000764
316,3160,monkeys,0.081561
316,3160,kids,0.017280
316,3160,tsimane,0.001593
316,3160,adults,0.000382
317,3170,monkeys,0.082943
317,3170,kids,0.017036
317,3170,tsimane,0.001505
317,3170,adults,0.000349
318,3180,monkeys,0.096767
318,3180,kids,0.018130
318,3180,tsimane,0.000735
318,3180,adults,0.002589
319,3190,monkeys,0.066939
319,3190,kids,0.012316
319,3190,tsimane,0.003564
319,3190,adults,0.000167
320,3200,monkeys,0.065947
320,3200,kids,0.012911
320,3200,tsimane,0.004127
320,3200,adults,0.000217
321,3210,monkeys,0.075812
321,3210,kids,0.011953
321,3210,tsimane,0.002759
321,3210,adults,0.000830
322,3220,monkeys,0.073095
322,3220,kids,0.011559
322,3220,tsimane,0.001680
322,3220,adults,0.002100
323,3230,monkeys,0.073815
323,3230,kids,0.011920
323,3230,tsimane,0.001490
323,3230,adults,0.001483
324,3240,monkeys,0.072827
324,3240,kids,0.012166
324,3240,tsimane,0.001454
324,3240,adults,0.001401
325,3250,monkeys,0.069220
325,3250,kids,0.010776
325,3250,tsimane,0.000850
325,3250,adults,0.001836
326,3260,monkeys,0.067197
326,3260,kids,0.010913
326,3260,tsimane,0.000785
326,3260,adults,0.002127
327,3270,monkeys,0.067258
327,3270,kids,0.011033
327,3270,tsimane,0.000805
327,3270,adults,0.002215
328,3280,monkeys,0.069651
328,3280,kids,0.011843
328,3280,tsimane,0.000699
328,3280,adults,0.001690
329,3290,monkeys,0.071010
329,3290,kids,0.011851
329,3290,tsimane,0.000630
329,3290,adults,0.001558
330,3300,monkeys,0.071401
330,3300,kids,0.011893
330,3300,tsimane,0.000559
330,3300,adults,0.001639
331,3310,monkeys,0.074794
331,3310,kids,0.010866
331,3310,tsimane,0.000689
331,3310,adults,0.001224
332,3320,monkeys,0.081352
332,3320,kids,0.009441
332,3320,tsimane,0.000851
332,3320,adults,0.000385
333,3330,monkeys,0.076246
333,3330,kids,0.009862
333,3330,tsimane,0.001786
333,3330,adults,0.000600
334,3340,monkeys,0.074161
334,3340,kids,0.013123
334,3340,tsimane,0.000907
334,3340,adults,0.000390
335,3350,monkeys,0.083394
335,3350,kids,0.012655
335,3350,tsimane,0.000763
335,3350,adults,0.000504
336,3360,monkeys,0.082866
336,3360,kids,0.012191
336,3360,tsimane,0.001149
336,3360,adults,0.000588
337,3370,monkeys,0.080194
337,3370,kids,0.010082
337,3370,tsimane,0.002405
337,3370,adults,0.001262
338,3380,monkeys,0.079669
338,3380,kids,0.009939
338,3380,tsimane,0.003268
338,3380,adults,0.000658
339,3390,monkeys,0.079669
339,3390,kids,0.009939
339,3390,tsimane,0.003268
339,3390,adults,0.000658
340,3400,monkeys,0.075656
340,3400,kids,0.010733
340,3400,tsimane,0.003030
340,3400,adults,0.000599
341,3410,monkeys,0.070879
341,3410,kids,0.010318
341,3410,tsimane,0.003781
341,3410,adults,0.000753
342,3420,monkeys,0.069439
342,3420,kids,0.010333
342,3420,tsimane,0.001682
342,3420,adults,0.000502
343,3430,monkeys,0.068682
343,3430,kids,0.010559
343,3430,tsimane,0.001628
343,3430,adults,0.000559
344,3440,monkeys,0.067906
344,3440,kids,0.010198
344,3440,tsimane,0.002072
344,3440,adults,0.000408
345,3450,monkeys,0.070780
345,3450,kids,0.010315
345,3450,tsimane,0.001969
345,3450,adults,0.000371
346,3460,monkeys,0.076499
346,3460,kids,0.009294
346,3460,tsimane,0.002237
346,3460,adults,0.000824
347,3470,monkeys,0.080412
347,3470,kids,0.009202
347,3470,tsimane,0.003715
347,3470,adults,0.001051
348,3480,monkeys,0.080242
348,3480,kids,0.013769
348,3480,tsimane,0.001959
348,3480,adults,0.000993
349,3490,monkeys,0.085897
349,3490,kids,0.009574
349,3490,tsimane,0.002940
349,3490,adults,0.000483
350,3500,monkeys,0.079572
350,3500,kids,0.009729
350,3500,tsimane,0.005137
350,3500,adults,0.000198
351,3510,monkeys,0.080687
351,3510,kids,0.010433
351,3510,tsimane,0.004183
351,3510,adults,0.000377
352,3520,monkeys,0.079944
352,3520,kids,0.010242
352,3520,tsimane,0.004433
352,3520,adults,0.000453
353,3530,monkeys,0.070338
353,3530,kids,0.010603
353,3530,tsimane,0.003233
353,3530,adults,0.000405
354,3540,monkeys,0.098430
354,3540,kids,0.010236
354,3540,tsimane,0.000890
354,3540,adults,0.000089
355,3550,monkeys,0.101899
355,3550,kids,0.014178
355,3550,tsimane,0.003973
355,3550,adults,0.001198
356,3560,monkeys,0.101230
356,3560,kids,0.014558
356,3560,tsimane,0.007036
356,3560,adults,0.003509
357,3570,monkeys,0.086948
357,3570,kids,0.015403
357,3570,tsimane,0.000882
357,3570,adults,0.000352
358,3580,monkeys,0.090678
358,3580,kids,0.015667
358,3580,tsimane,0.001998
358,3580,adults,0.000289
359,3590,monkeys,0.091956
359,3590,kids,0.016550
359,3590,tsimane,0.002047
359,3590,adults,0.000253
360,3600,monkeys,0.083172
360,3600,kids,0.013572
360,3600,tsimane,0.001071
360,3600,adults,0.001246
361,3610,monkeys,0.097821
361,3610,kids,0.013463
361,3610,tsimane,0.000861
361,3610,adults,0.001473
362,3620,monkeys,0.083821
362,3620,kids,0.013127
362,3620,tsimane,0.000527
362,3620,adults,0.001244
363,3630,monkeys,0.081611
363,3630,kids,0.013392
363,3630,tsimane,0.000350
363,3630,adults,0.000884
364,3640,monkeys,0.085222
364,3640,kids,0.012884
364,3640,tsimane,0.000379
364,3640,adults,0.001132
365,3650,monkeys,0.102359
365,3650,kids,0.015768
365,3650,tsimane,0.000523
365,3650,adults,0.000829
366,3660,monkeys,0.099985
366,3660,kids,0.015805
366,3660,tsimane,0.001248
366,3660,adults,0.001311
367,3670,monkeys,0.086634
367,3670,kids,0.018411
367,3670,tsimane,0.000103
367,3670,adults,0.001194
368,3680,monkeys,0.086786
368,3680,kids,0.018200
368,3680,tsimane,0.000109
368,3680,adults,0.001098
369,3690,monkeys,0.084442
369,3690,kids,0.018739
369,3690,tsimane,0.000110
369,3690,adults,0.001065
370,3700,monkeys,0.094126
370,3700,kids,0.019512
370,3700,tsimane,0.000565
370,3700,adults,0.001221
371,3710,monkeys,0.093665
371,3710,kids,0.017273
371,3710,tsimane,0.000585
371,3710,adults,0.001018
372,3720,monkeys,0.073105
372,3720,kids,0.014012
372,3720,tsimane,0.007065
372,3720,adults,0.001244
373,3730,monkeys,0.072433
373,3730,kids,0.013694
373,3730,tsimane,0.008489
373,3730,adults,0.002086
374,3740,monkeys,0.073103
374,3740,kids,0.014459
374,3740,tsimane,0.007878
374,3740,adults,0.002203
375,3750,monkeys,0.072633
375,3750,kids,0.014275
375,3750,tsimane,0.007538
375,3750,adults,0.001835
376,3760,monkeys,0.072476
376,3760,kids,0.013900
376,3760,tsimane,0.007458
376,3760,adults,0.001966
377,3770,monkeys,0.089156
377,3770,kids,0.016509
377,3770,tsimane,0.001246
377,3770,adults,0.000753
378,3780,monkeys,0.087157
378,3780,kids,0.016300
378,3780,tsimane,0.001346
378,3780,adults,0.001599
379,3790,monkeys,0.083237
379,3790,kids,0.013483
379,3790,tsimane,0.003491
379,3790,adults,0.001228
380,3800,monkeys,0.088256
380,3800,kids,0.012573
380,3800,tsimane,0.001870
380,3800,adults,0.002134
381,3810,monkeys,0.092941
381,3810,kids,0.012448
381,3810,tsimane,0.002543
381,3810,adults,0.001843
382,3820,monkeys,0.090859
382,3820,kids,0.011592
382,3820,tsimane,0.002279
382,3820,adults,0.002114
383,3830,monkeys,0.095868
383,3830,kids,0.013100
383,3830,tsimane,0.002954
383,3830,adults,0.006035
384,3840,monkeys,0.070390
384,3840,kids,0.014171
384,3840,tsimane,0.003076
384,3840,adults,0.000123
385,3850,monkeys,0.065507
385,3850,kids,0.012457
385,3850,tsimane,0.000962
385,3850,adults,0.000557
386,3860,monkeys,0.075265
386,3860,kids,0.010210
386,3860,tsimane,0.001134
386,3860,adults,0.002079
387,3870,monkeys,0.079234
387,3870,kids,0.013005
387,3870,tsimane,0.002097
387,3870,adults,0.001628
388,3880,monkeys,0.078790
388,3880,kids,0.013398
388,3880,tsimane,0.002233
388,3880,adults,0.001533
389,3890,monkeys,0.076129
389,3890,kids,0.014746
389,3890,tsimane,0.001676
389,3890,adults,0.003689
390,3900,monkeys,0.072517
390,3900,kids,0.013642
390,3900,tsimane,0.003237
390,3900,adults,0.004600
391,3910,monkeys,0.081246
391,3910,kids,0.012430
391,3910,tsimane,0.001306
391,3910,adults,0.000020
392,3920,monkeys,0.077760
392,3920,kids,0.018447
392,3920,tsimane,0.004567
392,3920,adults,0.003965
393,3930,monkeys,0.084723
393,3930,kids,0.017794
393,3930,tsimane,0.003429
393,3930,adults,0.001285
394,3940,monkeys,0.077326
394,3940,kids,0.018222
394,3940,tsimane,0.004213
394,3940,adults,0.002337
395,3950,monkeys,0.068056
395,3950,kids,0.015790
395,3950,tsimane,0.003463
395,3950,adults,0.000809
396,3960,monkeys,0.076960
396,3960,kids,0.015150
396,3960,tsimane,0.000870
396,3960,adults,0.002736
397,3970,monkeys,0.080483
397,3970,kids,0.011712
397,3970,tsimane,0.003338
397,3970,adults,0.000382
398,3980,monkeys,0.068753
398,3980,kids,0.012491
398,3980,tsimane,0.001490
398,3980,adults,0.001000
399,3990,monkeys,0.068753
399,3990,kids,0.012491
399,3990,tsimane,0.001490
399,3990,adults,0.001000
400,4000,monkeys,0.061404
400,4000,kids,0.012541
400,4000,tsimane,0.001867
400,4000,adults,0.000949
401,4010,monkeys,0.061875
401,4010,kids,0.012459
401,4010,tsimane,0.001783
401,4010,adults,0.000968
402,4020,monkeys,0.075062
402,4020,kids,0.012547
402,4020,tsimane,0.001769
402,4020,adults,0.000095
403,4030,monkeys,0.069218
403,4030,kids,0.012910
403,4030,tsimane,0.002655
403,4030,adults,0.000104
404,4040,monkeys,0.070474
404,4040,kids,0.010803
404,4040,tsimane,0.001187
404,4040,adults,0.000117
405,4050,monkeys,0.073483
405,4050,kids,0.010022
405,4050,tsimane,0.001198
405,4050,adults,0.000177
406,4060,monkeys,0.071920
406,4060,kids,0.010892
406,4060,tsimane,0.001219
406,4060,adults,0.000218
407,4070,monkeys,0.071938
407,4070,kids,0.010916
407,4070,tsimane,0.001224
407,4070,adults,0.000252
408,4080,monkeys,0.071717
408,4080,kids,0.010816
408,4080,tsimane,0.001073
408,4080,adults,0.000202
409,4090,monkeys,0.062889
409,4090,kids,0.013258
409,4090,tsimane,0.001600
409,4090,adults,0.000110
410,4100,monkeys,0.068182
410,4100,kids,0.013474
410,4100,tsimane,0.001723
410,4100,adults,0.000022
411,4110,monkeys,0.071403
411,4110,kids,0.014588
411,4110,tsimane,0.001176
411,4110,adults,0.000027
412,4120,monkeys,0.069907
412,4120,kids,0.015881
412,4120,tsimane,0.001175
412,4120,adults,0.000024
413,4130,monkeys,0.075223
413,4130,kids,0.015433
413,4130,tsimane,0.001556
413,4130,adults,0.000667
414,4140,monkeys,0.073567
414,4140,kids,0.012163
414,4140,tsimane,0.000899
414,4140,adults,0.000934
415,4150,monkeys,0.074035
415,4150,kids,0.012125
415,4150,tsimane,0.000768
415,4150,adults,0.000909
416,4160,monkeys,0.087723
416,4160,kids,0.012882
416,4160,tsimane,0.001902
416,4160,adults,0.000441
417,4170,monkeys,0.085771
417,4170,kids,0.013915
417,4170,tsimane,0.001757
417,4170,adults,0.001087
418,4180,monkeys,0.088676
418,4180,kids,0.014745
418,4180,tsimane,0.003107
418,4180,adults,0.000980
419,4190,monkeys,0.083896
419,4190,kids,0.013246
419,4190,tsimane,0.003076
419,4190,adults,0.000376
420,4200,monkeys,0.105501
420,4200,kids,0.011601
420,4200,tsimane,0.001694
420,4200,adults,0.001948
421,4210,monkeys,0.105013
421,4210,kids,0.011839
421,4210,tsimane,0.001665
421,4210,adults,0.002158
422,4220,monkeys,0.105581
422,4220,kids,0.011737
422,4220,tsimane,0.001801
422,4220,adults,0.001826
423,4230,monkeys,0.104717
423,4230,kids,0.011940
423,4230,tsimane,0.002782
423,4230,adults,0.001090
424,4240,monkeys,0.102276
424,4240,kids,0.011540
424,4240,tsimane,0.003545
424,4240,adults,0.000752
425,4250,monkeys,0.105166
425,4250,kids,0.014519
425,4250,tsimane,0.000962
425,4250,adults,0.001919
426,4260,monkeys,0.101394
426,4260,kids,0.014245
426,4260,tsimane,0.000821
426,4260,adults,0.002126
427,4270,monkeys,0.087115
427,4270,kids,0.014940
427,4270,tsimane,0.002285
427,4270,adults,0.002120
428,4280,monkeys,0.088114
428,4280,kids,0.015422
428,4280,tsimane,0.002377
428,4280,adults,0.002279
429,4290,monkeys,0.077242
429,4290,kids,0.014461
429,4290,tsimane,0.001977
429,4290,adults,0.000722
430,4300,monkeys,0.077242
430,4300,kids,0.014461
430,4300,tsimane,0.001977
430,4300,adults,0.000722
431,4310,monkeys,0.076445
431,4310,kids,0.014865
431,4310,tsimane,0.001933
431,4310,adults,0.000766
432,4320,monkeys,0.076445
432,4320,kids,0.014865
432,4320,tsimane,0.001933
432,4320,adults,0.000766
433,4330,monkeys,0.074935
433,4330,kids,0.014966
433,4330,tsimane,0.001640
433,4330,adults,0.000885
434,4340,monkeys,0.079481
434,4340,kids,0.014850
434,4340,tsimane,0.002030
434,4340,adults,0.001395
435,4350,monkeys,0.089130
435,4350,kids,0.018650
435,4350,tsimane,0.001212
435,4350,adults,0.001011
436,4360,monkeys,0.099848
436,4360,kids,0.016873
436,4360,tsimane,0.002747
436,4360,adults,0.000686
437,4370,monkeys,0.086575
437,4370,kids,0.017375
437,4370,tsimane,0.001142
437,4370,adults,0.000141
438,4380,monkeys,0.084413
438,4380,kids,0.013196
438,4380,tsimane,0.002110
438,4380,adults,0.002740
439,4390,monkeys,0.077380
439,4390,kids,0.010836
439,4390,tsimane,0.002015
439,4390,adults,0.000641
440,4400,monkeys,0.081428
440,4400,kids,0.010567
440,4400,tsimane,0.003310
440,4400,adults,0.000469
441,4410,monkeys,0.083886
441,4410,kids,0.010670
441,4410,tsimane,0.002873
441,4410,adults,0.000505
442,4420,monkeys,0.091204
442,4420,kids,0.012201
442,4420,tsimane,0.002423
442,4420,adults,0.000548
443,4430,monkeys,0.077183
443,4430,kids,0.012759
443,4430,tsimane,0.002038
443,4430,adults,0.000463
444,4440,monkeys,0.075485
444,4440,kids,0.013830
444,4440,tsimane,0.001747
444,4440,adults,0.000306
445,4450,monkeys,0.085601
445,4450,kids,0.015439
445,4450,tsimane,0.000612
445,4450,adults,0.000262
446,4460,monkeys,0.089024
446,4460,kids,0.018378
446,4460,tsimane,0.000520
446,4460,adults,0.000559
447,4470,monkeys,0.110130
447,4470,kids,0.015124
447,4470,tsimane,0.000557
447,4470,adults,0.001273
448,4480,monkeys,0.103565
448,4480,kids,0.012050
448,4480,tsimane,0.004057
448,4480,adults,0.000564
449,4490,monkeys,0.089391
449,4490,kids,0.011853
449,4490,tsimane,0.002028
449,4490,adults,0.001594
450,4500,monkeys,0.093911
450,4500,kids,0.012398
450,4500,tsimane,0.001926
450,4500,adults,0.000734
451,4510,monkeys,0.087783
451,4510,kids,0.011538
451,4510,tsimane,0.002322
451,4510,adults,0.000179
452,4520,monkeys,0.086120
452,4520,kids,0.016709
452,4520,tsimane,0.002530
452,4520,adults,0.000758
453,4530,monkeys,0.090773
453,4530,kids,0.016260
453,4530,tsimane,0.001998
453,4530,adults,0.000898
454,4540,monkeys,0.091578
454,4540,kids,0.016635
454,4540,tsimane,0.003392
454,4540,adults,0.001331
455,4550,monkeys,0.092059
455,4550,kids,0.012481
455,4550,tsimane,0.003182
455,4550,adults,0.002049
456,4560,monkeys,0.092074
456,4560,kids,0.013678
456,4560,tsimane,0.003748
456,4560,adults,0.000724
457,4570,monkeys,0.089839
457,4570,kids,0.014268
457,4570,tsimane,0.003698
457,4570,adults,0.000386
458,4580,monkeys,0.075878
458,4580,kids,0.013205
458,4580,tsimane,0.001184
458,4580,adults,0.000153
459,4590,monkeys,0.077026
459,4590,kids,0.011034
459,4590,tsimane,0.000652
459,4590,adults,0.000429
460,4600,monkeys,0.074280
460,4600,kids,0.013093
460,4600,tsimane,0.000820
460,4600,adults,0.000298
461,4610,monkeys,0.078492
461,4610,kids,0.013540
461,4610,tsimane,0.001442
461,4610,adults,0.000268
462,4620,monkeys,0.080476
462,4620,kids,0.013324
462,4620,tsimane,0.001333
462,4620,adults,0.000151
463,4630,monkeys,0.084242
463,4630,kids,0.013483
463,4630,tsimane,0.001289
463,4630,adults,0.000145
464,4640,monkeys,0.075566
464,4640,kids,0.010506
464,4640,tsimane,0.001128
464,4640,adults,0.000386
465,4650,monkeys,0.074483
465,4650,kids,0.011041
465,4650,tsimane,0.000966
465,4650,adults,0.000338
466,4660,monkeys,0.072477
466,4660,kids,0.011700
466,4660,tsimane,0.000720
466,4660,adults,0.000319
467,4670,monkeys,0.071312
467,4670,kids,0.010955
467,4670,tsimane,0.000882
467,4670,adults,0.000285
468,4680,monkeys,0.069250
468,4680,kids,0.011494
468,4680,tsimane,0.000985
468,4680,adults,0.000230
469,4690,monkeys,0.058954
469,4690,kids,0.013111
469,4690,tsimane,0.000511
469,4690,adults,0.000192
470,4700,monkeys,0.054327
470,4700,kids,0.021012
470,4700,tsimane,0.002442
470,4700,adults,0.000523
471,4710,monkeys,0.109175
471,4710,kids,0.016946
471,4710,tsimane,0.001745
471,4710,adults,0.001185
472,4720,monkeys,0.109288
472,4720,kids,0.013747
472,4720,tsimane,0.004912
472,4720,adults,0.000421
473,4730,monkeys,0.107955
473,4730,kids,0.014237
473,4730,tsimane,0.002274
473,4730,adults,0.000607
474,4740,monkeys,0.108046
474,4740,kids,0.014298
474,4740,tsimane,0.002148
474,4740,adults,0.000453
475,4750,monkeys,0.107009
475,4750,kids,0.014144
475,4750,tsimane,0.002220
475,4750,adults,0.000406
476,4760,monkeys,0.115085
476,4760,kids,0.014813
476,4760,tsimane,0.002910
476,4760,adults,0.000842
477,4770,monkeys,0.101320
477,4770,kids,0.010881
477,4770,tsimane,0.001982
477,4770,adults,0.000251
478,4780,monkeys,0.060116
478,4780,kids,0.011807
478,4780,tsimane,0.002170
478,4780,adults,0.000683
479,4790,monkeys,0.064548
479,4790,kids,0.011549
479,4790,tsimane,0.001521
479,4790,adults,0.000524
480,4800,monkeys,0.094304
480,4800,kids,0.008752
480,4800,tsimane,0.003273
480,4800,adults,0.000305
481,4810,monkeys,0.094433
481,4810,kids,0.008602
481,4810,tsimane,0.003220
481,4810,adults,0.000313
482,4820,monkeys,0.072217
482,4820,kids,0.009005
482,4820,tsimane,0.001530
482,4820,adults,0.000335
483,4830,monkeys,0.094264
483,4830,kids,0.012264
483,4830,tsimane,0.000899
483,4830,adults,0.000816
484,4840,monkeys,0.080464
484,4840,kids,0.012331
484,4840,tsimane,0.000947
484,4840,adults,0.000610
485,4850,monkeys,0.079852
485,4850,kids,0.013435
485,4850,tsimane,0.001096
485,4850,adults,0.000606
486,4860,monkeys,0.085007
486,4860,kids,0.014320
486,4860,tsimane,0.000862
486,4860,adults,0.000102
487,4870,monkeys,0.082690
487,4870,kids,0.012976
487,4870,tsimane,0.009081
487,4870,adults,0.005390
488,4880,monkeys,0.085346
488,4880,kids,0.012408
488,4880,tsimane,0.009317
488,4880,adults,0.003835
489,4890,monkeys,0.083546
489,4890,kids,0.013257
489,4890,tsimane,0.006931
489,4890,adults,0.003097
490,4900,monkeys,0.087822
490,4900,kids,0.011186
490,4900,tsimane,0.002887
490,4900,adults,0.000818
491,4910,monkeys,0.091015
491,4910,kids,0.011284
491,4910,tsimane,0.005150
491,4910,adults,0.001721
492,4920,monkeys,0.094588
492,4920,kids,0.012363
492,4920,tsimane,0.003337
492,4920,adults,0.001553
493,4930,monkeys,0.092615
493,4930,kids,0.014641
493,4930,tsimane,0.003365
493,4930,adults,0.000825
494,4940,monkeys,0.066874
494,4940,kids,0.018296
494,4940,tsimane,0.000896
494,4940,adults,0.000806
495,4950,monkeys,0.100644
495,4950,kids,0.011719
495,4950,tsimane,0.003894
495,4950,adults,0.001219
496,4960,monkeys,0.051600
496,4960,kids,0.015595
496,4960,tsimane,0.001575
496,4960,adults,0.000213
497,4970,monkeys,0.104555
497,4970,kids,0.018181
497,4970,tsimane,0.002578
497,4970,adults,0.001253
498,4980,monkeys,0.104626
498,4980,kids,0.018554
498,4980,tsimane,0.002608
498,4980,adults,0.000965
499,4990,monkeys,0.072967
499,4990,kids,0.012789
499,4990,tsimane,0.001956
499,4990,adults,0.000369
500,5000,monkeys,0.082355
500,5000,kids,0.017503
500,5000,tsimane,0.003453
500,5000,adults,0.002874
501,5010,monkeys,0.082355
501,5010,kids,0.017503
501,5010,tsimane,0.003453
501,5010,adults,0.002874
502,5020,monkeys,0.080802
502,5020,kids,0.017351
502,5020,tsimane,0.003207
502,5020,adults,0.002546
503,5030,monkeys,0.080001
503,5030,kids,0.017845
503,5030,tsimane,0.003344
503,5030,adults,0.002234
504,5040,monkeys,0.077390
504,5040,kids,0.017931
504,5040,tsimane,0.003268
504,5040,adults,0.002314
505,5050,monkeys,0.075972
