sample,thin_sample,who,part,which,value
0,0,monkeys,0,OOMC,0.067618
0,0,monkeys,0,OMCO,0.209419
0,0,monkeys,0,OOCM,0.157859
0,0,monkeys,0,OCOM,0.061975
0,0,monkeys,0,OMOC,0.249059
0,0,monkeys,0,OCCO,0.051977
0,0,monkeys,0,CCOO,0.161963
0,0,monkeys,0,COCO,0.014018
0,0,monkeys,0,COOM,0.026111
0,0,kids,1,OOMC,0.370275
0,0,kids,1,OMCO,0.081362
0,0,kids,1,OOCM,0.181367
0,0,kids,1,OCOM,0.070962
0,0,kids,1,OMOC,0.099007
0,0,kids,1,OCCO,0.055499
0,0,kids,1,CCOO,0.028604
0,0,kids,1,COCO,0.045886
0,0,kids,1,COOM,0.067038
0,0,tsimane,2,OOMC,0.408472
0,0,tsimane,2,OMCO,0.034949
0,0,tsimane,2,OOCM,0.316732
0,0,tsimane,2,OCOM,0.076955
0,0,tsimane,2,OMOC,0.021611
0,0,tsimane,2,OCCO,0.041668
0,0,tsimane,2,CCOO,0.024303
0,0,tsimane,2,COCO,0.049624
0,0,tsimane,2,COOM,0.025685
0,0,adults,3,OOMC,0.710903
0,0,adults,3,OMCO,0.008175
0,0,adults,3,OOCM,0.088540
0,0,adults,3,OCOM,0.040340
0,0,adults,3,OMOC,0.037193
0,0,adults,3,OCCO,0.015086
0,0,adults,3,CCOO,0.059330
0,0,adults,3,COCO,0.028435
0,0,adults,3,COOM,0.011998
50,50,monkeys,0,OOMC,0.273926
50,50,monkeys,0,OMCO,0.141752
50,50,monkeys,0,OOCM,0.241090
50,50,monkeys,0,OCOM,0.097239
50,50,monkeys,0,OMOC,0.071727
50,50,monkeys,0,OCCO,0.020391
50,50,monkeys,0,CCOO,0.003987
50,50,monkeys,0,COCO,0.123936
50,50,monkeys,0,COOM,0.025951
50,50,kids,1,OOMC,0.298176
50,50,kids,1,OMCO,0.046372
50,50,kids,1,OOCM,0.306519
50,50,kids,1,OCOM,0.028525
50,50,kids,1,OMOC,0.039479
50,50,kids,1,OCCO,0.076204
50,50,kids,1,CCOO,0.048210
50,50,kids,1,COCO,0.086840
50,50,kids,1,COOM,0.069676
50,50,tsimane,2,OOMC,0.390078
50,50,tsimane,2,OMCO,0.036532
50,50,tsimane,2,OOCM,0.398374
50,50,tsimane,2,OCOM,0.069838
50,50,tsimane,2,OMOC,0.015553
50,50,tsimane,2,OCCO,0.016785
50,50,tsimane,2,CCOO,0.023814
50,50,tsimane,2,COCO,0.027889
50,50,tsimane,2,COOM,0.021137
50,50,adults,3,OOMC,0.764376
50,50,adults,3,OMCO,0.051271
50,50,adults,3,OOCM,0.025774
50,50,adults,3,OCOM,0.052908
50,50,adults,3,OMOC,0.036983
50,50,adults,3,OCCO,0.012295
50,50,adults,3,CCOO,0.028649
50,50,adults,3,COCO,0.023201
50,50,adults,3,COOM,0.004543
100,100,monkeys,0,OOMC,0.351987
100,100,monkeys,0,OMCO,0.208901
100,100,monkeys,0,OOCM,0.069381
100,100,monkeys,0,OCOM,0.068337
100,100,monkeys,0,OMOC,0.150656
100,100,monkeys,0,OCCO,0.022162
100,100,monkeys,0,CCOO,0.041797
100,100,monkeys,0,COCO,0.041731
100,100,monkeys,0,COOM,0.045048
100,100,kids,1,OOMC,0.286742
100,100,kids,1,OMCO,0.082164
100,100,kids,1,OOCM,0.252004
100,100,kids,1,OCOM,0.075427
100,100,kids,1,OMOC,0.041463
100,100,kids,1,OCCO,0.068939
100,100,kids,1,CCOO,0.080464
100,100,kids,1,COCO,0.066512
100,100,kids,1,COOM,0.046285
100,100,tsimane,2,OOMC,0.522587
100,100,tsimane,2,OMCO,0.018779
100,100,tsimane,2,OOCM,0.328566
100,100,tsimane,2,OCOM,0.049523
100,100,tsimane,2,OMOC,0.012643
100,100,tsimane,2,OCCO,0.014702
100,100,tsimane,2,CCOO,0.015544
100,100,tsimane,2,COCO,0.018131
100,100,tsimane,2,COOM,0.019526
100,100,adults,3,OOMC,0.787723
100,100,adults,3,OMCO,0.039252
100,100,adults,3,OOCM,0.053548
100,100,adults,3,OCOM,0.028924
100,100,adults,3,OMOC,0.033541
100,100,adults,3,OCCO,0.007461
100,100,adults,3,CCOO,0.014462
100,100,adults,3,COCO,0.020723
100,100,adults,3,COOM,0.014367
150,150,monkeys,0,OOMC,0.425856
150,150,monkeys,0,OMCO,0.103368
150,150,monkeys,0,OOCM,0.080324
150,150,monkeys,0,OCOM,0.119838
150,150,monkeys,0,OMOC,0.079999
150,150,monkeys,0,OCCO,0.021704
150,150,monkeys,0,CCOO,0.031050
150,150,monkeys,0,COCO,0.084602
150,150,monkeys,0,COOM,0.053259
150,150,kids,1,OOMC,0.321614
150,150,kids,1,OMCO,0.099852
150,150,kids,1,OOCM,0.289115
150,150,kids,1,OCOM,0.070395
150,150,kids,1,OMOC,0.039202
150,150,kids,1,OCCO,0.041860
150,150,kids,1,CCOO,0.052442
150,150,kids,1,COCO,0.051157
150,150,kids,1,COOM,0.034363
150,150,tsimane,2,OOMC,0.542640
150,150,tsimane,2,OMCO,0.013074
150,150,tsimane,2,OOCM,0.293217
150,150,tsimane,2,OCOM,0.048509
150,150,tsimane,2,OMOC,0.018561
150,150,tsimane,2,OCCO,0.014927
150,150,tsimane,2,CCOO,0.026673
150,150,tsimane,2,COCO,0.016375
150,150,tsimane,2,COOM,0.026024
150,150,adults,3,OOMC,0.806265
150,150,adults,3,OMCO,0.035700
150,150,adults,3,OOCM,0.024769
150,150,adults,3,OCOM,0.019365
150,150,adults,3,OMOC,0.021896
150,150,adults,3,OCCO,0.005075
150,150,adults,3,CCOO,0.017818
150,150,adults,3,COCO,0.046640
150,150,adults,3,COOM,0.022470
200,200,monkeys,0,OOMC,0.307836
200,200,monkeys,0,OMCO,0.270727
200,200,monkeys,0,OOCM,0.037500
200,200,monkeys,0,OCOM,0.016457
200,200,monkeys,0,OMOC,0.188870
200,200,monkeys,0,OCCO,0.040221
200,200,monkeys,0,CCOO,0.040502
200,200,monkeys,0,COCO,0.056527
200,200,monkeys,0,COOM,0.041361
200,200,kids,1,OOMC,0.457809
200,200,kids,1,OMCO,0.097937
200,200,kids,1,OOCM,0.103756
200,200,kids,1,OCOM,0.084248
200,200,kids,1,OMOC,0.068098
200,200,kids,1,OCCO,0.057474
200,200,kids,1,CCOO,0.054182
200,200,kids,1,COCO,0.029372
200,200,kids,1,COOM,0.047124
200,200,tsimane,2,OOMC,0.558300
200,200,tsimane,2,OMCO,0.029370
200,200,tsimane,2,OOCM,0.277513
200,200,tsimane,2,OCOM,0.046585
200,200,tsimane,2,OMOC,0.024381
200,200,tsimane,2,OCCO,0.015860
200,200,tsimane,2,CCOO,0.010057
200,200,tsimane,2,COCO,0.010147
200,200,tsimane,2,COOM,0.027787
200,200,adults,3,OOMC,0.863222
200,200,adults,3,OMCO,0.023294
200,200,adults,3,OOCM,0.014585
200,200,adults,3,OCOM,0.012171
200,200,adults,3,OMOC,0.021823
200,200,adults,3,OCCO,0.009762
200,200,adults,3,CCOO,0.015217
200,200,adults,3,COCO,0.026667
200,200,adults,3,COOM,0.013258
250,250,monkeys,0,OOMC,0.129740
250,250,monkeys,0,OMCO,0.064146
250,250,monkeys,0,OOCM,0.226623
250,250,monkeys,0,OCOM,0.078890
250,250,monkeys,0,OMOC,0.208400
250,250,monkeys,0,OCCO,0.010608
250,250,monkeys,0,CCOO,0.128627
250,250,monkeys,0,COCO,0.101270
250,250,monkeys,0,COOM,0.051695
250,250,kids,1,OOMC,0.328775
250,250,kids,1,OMCO,0.117405
250,250,kids,1,OOCM,0.151735
250,250,kids,1,OCOM,0.073741
250,250,kids,1,OMOC,0.054770
250,250,kids,1,OCCO,0.100954
250,250,kids,1,CCOO,0.063156
250,250,kids,1,COCO,0.071478
250,250,kids,1,COOM,0.037985
250,250,tsimane,2,OOMC,0.471195
250,250,tsimane,2,OMCO,0.034658
250,250,tsimane,2,OOCM,0.318698
250,250,tsimane,2,OCOM,0.066461
250,250,tsimane,2,OMOC,0.049950
250,250,tsimane,2,OCCO,0.014336
250,250,tsimane,2,CCOO,0.016510
250,250,tsimane,2,COCO,0.011899
250,250,tsimane,2,COOM,0.016294
250,250,adults,3,OOMC,0.727817
250,250,adults,3,OMCO,0.034392
250,250,adults,3,OOCM,0.043749
250,250,adults,3,OCOM,0.048931
250,250,adults,3,OMOC,0.026452
250,250,adults,3,OCCO,0.025484
250,250,adults,3,CCOO,0.029035
250,250,adults,3,COCO,0.035192
250,250,adults,3,COOM,0.028947
300,300,monkeys,0,OOMC,0.086266
300,300,monkeys,0,OMCO,0.084424
300,300,monkeys,0,OOCM,0.087785
300,300,monkeys,0,OCOM,0.103203
300,300,monkeys,0,OMOC,0.300263
300,300,monkeys,0,OCCO,0.009408
300,300,monkeys,0,CCOO,0.150556
300,300,monkeys,0,COCO,0.092833
300,300,monkeys,0,COOM,0.085263
300,300,kids,1,OOMC,0.338439
300,300,kids,1,OMCO,0.100524
300,300,kids,1,OOCM,0.175906
300,300,kids,1,OCOM,0.053776
300,300,kids,1,OMOC,0.057249
300,300,kids,1,OCCO,0.095793
300,300,kids,1,CCOO,0.075068
300,300,kids,1,COCO,0.047721
300,300,kids,1,COOM,0.055525
300,300,tsimane,2,OOMC,0.451502
300,300,tsimane,2,OMCO,0.050524
300,300,tsimane,2,OOCM,0.284482
300,300,tsimane,2,OCOM,0.078878
300,300,tsimane,2,OMOC,0.056046
300,300,tsimane,2,OCCO,0.023327
300,300,tsimane,2,CCOO,0.016394
300,300,tsimane,2,COCO,0.021884
300,300,tsimane,2,COOM,0.016962
300,300,adults,3,OOMC,0.716099
300,300,adults,3,OMCO,0.020722
300,300,adults,3,OOCM,0.025719
300,300,adults,3,OCOM,0.092030
300,300,adults,3,OMOC,0.038891
300,300,adults,3,OCCO,0.045749
300,300,adults,3,CCOO,0.011676
300,300,adults,3,COCO,0.033340
300,300,adults,3,COOM,0.015774
350,350,monkeys,0,OOMC,0.170555
350,350,monkeys,0,OMCO,0.234742
350,350,monkeys,0,OOCM,0.168062
350,350,monkeys,0,OCOM,0.037687
350,350,monkeys,0,OMOC,0.211599
350,350,monkeys,0,OCCO,0.036228
350,350,monkeys,0,CCOO,0.063993
350,350,monkeys,0,COCO,0.051814
350,350,monkeys,0,COOM,0.025320
350,350,kids,1,OOMC,0.378371
350,350,kids,1,OMCO,0.098319
350,350,kids,1,OOCM,0.224436
350,350,kids,1,OCOM,0.032626
350,350,kids,1,OMOC,0.068654
350,350,kids,1,OCCO,0.050078
350,350,kids,1,CCOO,0.036530
350,350,kids,1,COCO,0.074385
350,350,kids,1,COOM,0.036601
350,350,tsimane,2,OOMC,0.411270
350,350,tsimane,2,OMCO,0.049938
350,350,tsimane,2,OOCM,0.368020
350,350,tsimane,2,OCOM,0.063220
350,350,tsimane,2,OMOC,0.025969
350,350,tsimane,2,OCCO,0.022369
350,350,tsimane,2,CCOO,0.020886
350,350,tsimane,2,COCO,0.011729
350,350,tsimane,2,COOM,0.026601
350,350,adults,3,OOMC,0.774855
350,350,adults,3,OMCO,0.013975
350,350,adults,3,OOCM,0.017800
350,350,adults,3,OCOM,0.071110
350,350,adults,3,OMOC,0.014993
350,350,adults,3,OCCO,0.016622
350,350,adults,3,CCOO,0.004163
350,350,adults,3,COCO,0.043347
350,350,adults,3,COOM,0.043136
400,400,monkeys,0,OOMC,0.233533
400,400,monkeys,0,OMCO,0.143907
400,400,monkeys,0,OOCM,0.125967
400,400,monkeys,0,OCOM,0.073092
400,400,monkeys,0,OMOC,0.244199
400,400,monkeys,0,OCCO,0.049454
400,400,monkeys,0,CCOO,0.029463
400,400,monkeys,0,COCO,0.083721
400,400,monkeys,0,COOM,0.016665
400,400,kids,1,OOMC,0.390338
400,400,kids,1,OMCO,0.035742
400,400,kids,1,OOCM,0.223667
400,400,kids,1,OCOM,0.069003
400,400,kids,1,OMOC,0.064973
400,400,kids,1,OCCO,0.068678
400,400,kids,1,CCOO,0.048487
400,400,kids,1,COCO,0.037311
400,400,kids,1,COOM,0.061802
400,400,tsimane,2,OOMC,0.455986
400,400,tsimane,2,OMCO,0.037504
400,400,tsimane,2,OOCM,0.260971
400,400,tsimane,2,OCOM,0.086287
400,400,tsimane,2,OMOC,0.035808
400,400,tsimane,2,OCCO,0.052270
400,400,tsimane,2,CCOO,0.027317
400,400,tsimane,2,COCO,0.014424
400,400,tsimane,2,COOM,0.029431
400,400,adults,3,OOMC,0.709122
400,400,adults,3,OMCO,0.027260
400,400,adults,3,OOCM,0.011626
400,400,adults,3,OCOM,0.054848
400,400,adults,3,OMOC,0.112760
400,400,adults,3,OCCO,0.012133
400,400,adults,3,CCOO,0.025277
400,400,adults,3,COCO,0.014037
400,400,adults,3,COOM,0.032937
450,450,monkeys,0,OOMC,0.085487
450,450,monkeys,0,OMCO,0.202781
450,450,monkeys,0,OOCM,0.080481
450,450,monkeys,0,OCOM,0.118827
450,450,monkeys,0,OMOC,0.267779
450,450,monkeys,0,OCCO,0.045377
450,450,monkeys,0,CCOO,0.047001
450,450,monkeys,0,COCO,0.087328
450,450,monkeys,0,COOM,0.064940
450,450,kids,1,OOMC,0.494296
450,450,kids,1,OMCO,0.051662
450,450,kids,1,OOCM,0.153913
450,450,kids,1,OCOM,0.047702
450,450,kids,1,OMOC,0.060935
450,450,kids,1,OCCO,0.032778
450,450,kids,1,CCOO,0.056748
450,450,kids,1,COCO,0.040963
450,450,kids,1,COOM,0.061003
450,450,tsimane,2,OOMC,0.397310
450,450,tsimane,2,OMCO,0.018208
450,450,tsimane,2,OOCM,0.345879
450,450,tsimane,2,OCOM,0.117526
450,450,tsimane,2,OMOC,0.031346
450,450,tsimane,2,OCCO,0.016141
450,450,tsimane,2,CCOO,0.028417
450,450,tsimane,2,COCO,0.021529
450,450,tsimane,2,COOM,0.023644
450,450,adults,3,OOMC,0.809952
450,450,adults,3,OMCO,0.015925
450,450,adults,3,OOCM,0.018425
450,450,adults,3,OCOM,0.023101
450,450,adults,3,OMOC,0.058182
450,450,adults,3,OCCO,0.011762
450,450,adults,3,CCOO,0.016011
450,450,adults,3,COCO,0.026964
450,450,adults,3,COOM,0.019677
500,500,monkeys,0,OOMC,0.144064
500,500,monkeys,0,OMCO,0.182384
500,500,monkeys,0,OOCM,0.175563
500,500,monkeys,0,OCOM,0.017381
500,500,monkeys,0,OMOC,0.193159
500,500,monkeys,0,OCCO,0.076787
500,500,monkeys,0,CCOO,0.073888
500,500,monkeys,0,COCO,0.057458
500,500,monkeys,0,COOM,0.079316
500,500,kids,1,OOMC,0.539265
500,500,kids,1,OMCO,0.053832
500,500,kids,1,OOCM,0.119444
500,500,kids,1,OCOM,0.059800
500,500,kids,1,OMOC,0.050501
500,500,kids,1,OCCO,0.041437
500,500,kids,1,CCOO,0.037909
500,500,kids,1,COCO,0.022484
500,500,kids,1,COOM,0.075328
500,500,tsimane,2,OOMC,0.393786
500,500,tsimane,2,OMCO,0.025924
500,500,tsimane,2,OOCM,0.393140
500,500,tsimane,2,OCOM,0.096890
500,500,tsimane,2,OMOC,0.017933
500,500,tsimane,2,OCCO,0.012540
500,500,tsimane,2,CCOO,0.020420
500,500,tsimane,2,COCO,0.022164
500,500,tsimane,2,COOM,0.017202
500,500,adults,3,OOMC,0.726982
500,500,adults,3,OMCO,0.036280
500,500,adults,3,OOCM,0.032211
500,500,adults,3,OCOM,0.027540
500,500,adults,3,OMOC,0.064528
500,500,adults,3,OCCO,0.019280
500,500,adults,3,CCOO,0.017087
500,500,adults,3,COCO,0.036363
500,500,adults,3,COOM,0.039728
550,550,monkeys,0,OOMC,0.199528
550,550,monkeys,0,OMCO,0.226044
550,550,monkeys,0,OOCM,0.077898
550,550,monkeys,0,OCOM,0.045493
550,550,monkeys,0,OMOC,0.126388
550,550,monkeys,0,OCCO,0.129910
550,550,monkeys,0,CCOO,0.077575
550,550,monkeys,0,COCO,0.044807
550,550,monkeys,0,COOM,0.072357
550,550,kids,1,OOMC,0.292180
550,550,kids,1,OMCO,0.051753
550,550,kids,1,OOCM,0.239371
550,550,kids,1,OCOM,0.082698
550,550,kids,1,OMOC,0.128469
550,550,kids,1,OCCO,0.042081
550,550,kids,1,CCOO,0.073007
550,550,kids,1,COCO,0.050799
550,550,kids,1,COOM,0.039640
550,550,tsimane,2,OOMC,0.410333
550,550,tsimane,2,OMCO,0.025808
550,550,tsimane,2,OOCM,0.328590
550,550,tsimane,2,OCOM,0.112277
550,550,tsimane,2,OMOC,0.025927
550,550,tsimane,2,OCCO,0.041069
550,550,tsimane,2,CCOO,0.019261
550,550,tsimane,2,COCO,0.011100
550,550,tsimane,2,COOM,0.025634
550,550,adults,3,OOMC,0.593263
550,550,adults,3,OMCO,0.039898
550,550,adults,3,OOCM,0.041627
550,550,adults,3,OCOM,0.053054
550,550,adults,3,OMOC,0.080676
550,550,adults,3,OCCO,0.048657
550,550,adults,3,CCOO,0.050032
550,550,adults,3,COCO,0.032990
550,550,adults,3,COOM,0.059803
600,600,monkeys,0,OOMC,0.254038
600,600,monkeys,0,OMCO,0.311396
600,600,monkeys,0,OOCM,0.063880
600,600,monkeys,0,OCOM,0.060710
600,600,monkeys,0,OMOC,0.219627
600,600,monkeys,0,OCCO,0.040775
600,600,monkeys,0,CCOO,0.015005
600,600,monkeys,0,COCO,0.015002
600,600,monkeys,0,COOM,0.019567
600,600,kids,1,OOMC,0.316737
600,600,kids,1,OMCO,0.060045
600,600,kids,1,OOCM,0.113489
600,600,kids,1,OCOM,0.088169
600,600,kids,1,OMOC,0.113170
600,600,kids,1,OCCO,0.157101
600,600,kids,1,CCOO,0.067231
600,600,kids,1,COCO,0.017367
600,600,kids,1,COOM,0.066690
600,600,tsimane,2,OOMC,0.414245
600,600,tsimane,2,OMCO,0.038608
600,600,tsimane,2,OOCM,0.314227
600,600,tsimane,2,OCOM,0.078561
600,600,tsimane,2,OMOC,0.031937
600,600,tsimane,2,OCCO,0.042912
600,600,tsimane,2,CCOO,0.024173
600,600,tsimane,2,COCO,0.030765
600,600,tsimane,2,COOM,0.024571
600,600,adults,3,OOMC,0.710173
600,600,adults,3,OMCO,0.034202
600,600,adults,3,OOCM,0.038565
600,600,adults,3,OCOM,0.021499
600,600,adults,3,OMOC,0.038642
600,600,adults,3,OCCO,0.056614
600,600,adults,3,CCOO,0.047216
600,600,adults,3,COCO,0.024556
600,600,adults,3,COOM,0.028533
650,650,monkeys,0,OOMC,0.304166
650,650,monkeys,0,OMCO,0.216023
650,650,monkeys,0,OOCM,0.031030
650,650,monkeys,0,OCOM,0.110639
650,650,monkeys,0,OMOC,0.080730
650,650,monkeys,0,OCCO,0.079796
650,650,monkeys,0,CCOO,0.030142
650,650,monkeys,0,COCO,0.062392
650,650,monkeys,0,COOM,0.085082
650,650,kids,1,OOMC,0.390169
650,650,kids,1,OMCO,0.085273
650,650,kids,1,OOCM,0.150211
650,650,kids,1,OCOM,0.109136
650,650,kids,1,OMOC,0.074725
650,650,kids,1,OCCO,0.054054
650,650,kids,1,CCOO,0.047524
650,650,kids,1,COCO,0.032201
650,650,kids,1,COOM,0.056707
650,650,tsimane,2,OOMC,0.478721
650,650,tsimane,2,OMCO,0.026170
650,650,tsimane,2,OOCM,0.220335
650,650,tsimane,2,OCOM,0.059136
650,650,tsimane,2,OMOC,0.040929
650,650,tsimane,2,OCCO,0.043547
650,650,tsimane,2,CCOO,0.036360
650,650,tsimane,2,COCO,0.054708
650,650,tsimane,2,COOM,0.040094
650,650,adults,3,OOMC,0.641597
650,650,adults,3,OMCO,0.085699
650,650,adults,3,OOCM,0.026312
650,650,adults,3,OCOM,0.036286
650,650,adults,3,OMOC,0.044404
650,650,adults,3,OCCO,0.021209
650,650,adults,3,CCOO,0.026481
650,650,adults,3,COCO,0.085554
650,650,adults,3,COOM,0.032456
700,700,monkeys,0,OOMC,0.190596
700,700,monkeys,0,OMCO,0.224947
700,700,monkeys,0,OOCM,0.057743
700,700,monkeys,0,OCOM,0.125585
700,700,monkeys,0,OMOC,0.249438
700,700,monkeys,0,OCCO,0.030413
700,700,monkeys,0,CCOO,0.064127
700,700,monkeys,0,COCO,0.007233
700,700,monkeys,0,COOM,0.049918
700,700,kids,1,OOMC,0.286753
700,700,kids,1,OMCO,0.054710
700,700,kids,1,OOCM,0.289222
700,700,kids,1,OCOM,0.100894
700,700,kids,1,OMOC,0.052569
700,700,kids,1,OCCO,0.042793
700,700,kids,1,CCOO,0.040808
700,700,kids,1,COCO,0.081216
700,700,kids,1,COOM,0.051034
700,700,tsimane,2,OOMC,0.386356
700,700,tsimane,2,OMCO,0.022798
700,700,tsimane,2,OOCM,0.313930
700,700,tsimane,2,OCOM,0.078572
700,700,tsimane,2,OMOC,0.053701
700,700,tsimane,2,OCCO,0.039395
700,700,tsimane,2,CCOO,0.028634
700,700,tsimane,2,COCO,0.032484
700,700,tsimane,2,COOM,0.044132
700,700,adults,3,OOMC,0.644525
700,700,adults,3,OMCO,0.052199
700,700,adults,3,OOCM,0.022936
700,700,adults,3,OCOM,0.032699
700,700,adults,3,OMOC,0.064793
700,700,adults,3,OCCO,0.045601
700,700,adults,3,CCOO,0.065291
700,700,adults,3,COCO,0.017227
700,700,adults,3,COOM,0.054729
750,750,monkeys,0,OOMC,0.253027
750,750,monkeys,0,OMCO,0.302645
750,750,monkeys,0,OOCM,0.058780
750,750,monkeys,0,OCOM,0.120025
750,750,monkeys,0,OMOC,0.128801
750,750,monkeys,0,OCCO,0.072309
750,750,monkeys,0,CCOO,0.027686
750,750,monkeys,0,COCO,0.009859
750,750,monkeys,0,COOM,0.026867
750,750,kids,1,OOMC,0.292865
750,750,kids,1,OMCO,0.044126
750,750,kids,1,OOCM,0.269199
750,750,kids,1,OCOM,0.054278
750,750,kids,1,OMOC,0.062901
750,750,kids,1,OCCO,0.042857
750,750,kids,1,CCOO,0.092719
750,750,kids,1,COCO,0.074111
750,750,kids,1,COOM,0.066944
750,750,tsimane,2,OOMC,0.462609
750,750,tsimane,2,OMCO,0.024215
750,750,tsimane,2,OOCM,0.326632
750,750,tsimane,2,OCOM,0.067965
750,750,tsimane,2,OMOC,0.023591
750,750,tsimane,2,OCCO,0.011463
750,750,tsimane,2,CCOO,0.024425
750,750,tsimane,2,COCO,0.023361
750,750,tsimane,2,COOM,0.035738
750,750,adults,3,OOMC,0.793088
750,750,adults,3,OMCO,0.048548
750,750,adults,3,OOCM,0.011239
750,750,adults,3,OCOM,0.017178
750,750,adults,3,OMOC,0.025219
750,750,adults,3,OCCO,0.016478
750,750,adults,3,CCOO,0.030341
750,750,adults,3,COCO,0.012778
750,750,adults,3,COOM,0.045131
800,800,monkeys,0,OOMC,0.413694
800,800,monkeys,0,OMCO,0.058873
800,800,monkeys,0,OOCM,0.106648
800,800,monkeys,0,OCOM,0.093271
800,800,monkeys,0,OMOC,0.145989
800,800,monkeys,0,OCCO,0.077112
800,800,monkeys,0,CCOO,0.038385
800,800,monkeys,0,COCO,0.053372
800,800,monkeys,0,COOM,0.012655
800,800,kids,1,OOMC,0.352837
800,800,kids,1,OMCO,0.034725
800,800,kids,1,OOCM,0.284876
800,800,kids,1,OCOM,0.027997
800,800,kids,1,OMOC,0.093577
800,800,kids,1,OCCO,0.030242
800,800,kids,1,CCOO,0.045718
800,800,kids,1,COCO,0.066653
800,800,kids,1,COOM,0.063375
800,800,tsimane,2,OOMC,0.385374
800,800,tsimane,2,OMCO,0.036224
800,800,tsimane,2,OOCM,0.309268
800,800,tsimane,2,OCOM,0.087113
800,800,tsimane,2,OMOC,0.044686
800,800,tsimane,2,OCCO,0.025379
800,800,tsimane,2,CCOO,0.020487
800,800,tsimane,2,COCO,0.040512
800,800,tsimane,2,COOM,0.050957
800,800,adults,3,OOMC,0.847509
800,800,adults,3,OMCO,0.040230
800,800,adults,3,OOCM,0.010310
800,800,adults,3,OCOM,0.017649
800,800,adults,3,OMOC,0.016987
800,800,adults,3,OCCO,0.017859
800,800,adults,3,CCOO,0.029775
800,800,adults,3,COCO,0.004624
800,800,adults,3,COOM,0.015058
850,850,monkeys,0,OOMC,0.174775
850,850,monkeys,0,OMCO,0.254024
850,850,monkeys,0,OOCM,0.082760
850,850,monkeys,0,OCOM,0.243688
850,850,monkeys,0,OMOC,0.112165
850,850,monkeys,0,OCCO,0.058301
850,850,monkeys,0,CCOO,0.014849
850,850,monkeys,0,COCO,0.030984
850,850,monkeys,0,COOM,0.028454
850,850,kids,1,OOMC,0.279955
850,850,kids,1,OMCO,0.045028
850,850,kids,1,OOCM,0.208806
850,850,kids,1,OCOM,0.086550
850,850,kids,1,OMOC,0.098083
850,850,kids,1,OCCO,0.085272
850,850,kids,1,CCOO,0.062765
850,850,kids,1,COCO,0.055610
850,850,kids,1,COOM,0.077932
850,850,tsimane,2,OOMC,0.424992
850,850,tsimane,2,OMCO,0.052486
850,850,tsimane,2,OOCM,0.237104
850,850,tsimane,2,OCOM,0.084547
850,850,tsimane,2,OMOC,0.029585
850,850,tsimane,2,OCCO,0.028546
850,850,tsimane,2,CCOO,0.020797
850,850,tsimane,2,COCO,0.055602
850,850,tsimane,2,COOM,0.066340
850,850,adults,3,OOMC,0.899939
850,850,adults,3,OMCO,0.026421
850,850,adults,3,OOCM,0.010962
850,850,adults,3,OCOM,0.008933
850,850,adults,3,OMOC,0.010003
850,850,adults,3,OCCO,0.005517
850,850,adults,3,CCOO,0.016034
850,850,adults,3,COCO,0.013327
850,850,adults,3,COOM,0.008863
900,900,monkeys,0,OOMC,0.336052
900,900,monkeys,0,OMCO,0.117203
900,900,monkeys,0,OOCM,0.055171
900,900,monkeys,0,OCOM,0.109317
900,900,monkeys,0,OMOC,0.130762
900,900,monkeys,0,OCCO,0.191478
900,900,monkeys,0,CCOO,0.008183
900,900,monkeys,0,COCO,0.024451
900,900,monkeys,0,COOM,0.027382
900,900,kids,1,OOMC,0.193274
900,900,kids,1,OMCO,0.086214
900,900,kids,1,OOCM,0.271396
900,900,kids,1,OCOM,0.056553
900,900,kids,1,OMOC,0.107447
900,900,kids,1,OCCO,0.094892
900,900,kids,1,CCOO,0.055865
900,900,kids,1,COCO,0.047142
900,900,kids,1,COOM,0.087218
900,900,tsimane,2,OOMC,0.393932
900,900,tsimane,2,OMCO,0.083848
900,900,tsimane,2,OOCM,0.229080
900,900,tsimane,2,OCOM,0.087336
900,900,tsimane,2,OMOC,0.038980
900,900,tsimane,2,OCCO,0.033348
900,900,tsimane,2,CCOO,0.038770
900,900,tsimane,2,COCO,0.039807
900,900,tsimane,2,COOM,0.054899
900,900,adults,3,OOMC,0.765290
900,900,adults,3,OMCO,0.014184
900,900,adults,3,OOCM,0.029103
900,900,adults,3,OCOM,0.012794
900,900,adults,3,OMOC,0.021433
900,900,adults,3,OCCO,0.024514
900,900,adults,3,CCOO,0.051447
900,900,adults,3,COCO,0.041757
900,900,adults,3,COOM,0.039479
950,950,monkeys,0,OOMC,0.380459
950,950,monkeys,0,OMCO,0.047782
950,950,monkeys,0,OOCM,0.112473
950,950,monkeys,0,OCOM,0.099644
950,950,monkeys,0,OMOC,0.143932
950,950,monkeys,0,OCCO,0.048966
950,950,monkeys,0,CCOO,0.087693
950,950,monkeys,0,COCO,0.021264
950,950,monkeys,0,COOM,0.057787
950,950,kids,1,OOMC,0.154146
950,950,kids,1,OMCO,0.036766
950,950,kids,1,OOCM,0.319310
950,950,kids,1,OCOM,0.106088
950,950,kids,1,OMOC,0.093079
950,950,kids,1,OCCO,0.078421
950,950,kids,1,CCOO,0.045680
950,950,kids,1,COCO,0.068374
950,950,kids,1,COOM,0.098137
950,950,tsimane,2,OOMC,0.419553
950,950,tsimane,2,OMCO,0.064421
950,950,tsimane,2,OOCM,0.264613
950,950,tsimane,2,OCOM,0.078166
