who,id,alg_name,alg_type,val,sds
adults, 56, COCO, Other, 0.009346, 0.020432
adults, 56, COOM, Other, 0.005889, 0.019617
adults, 57, OMCO, Other, 0.004279, 0.010772
adults, 57, OCOM, Other, 0.001968, 0.004232
adults, 57, OOMC, Recursive, 0.822008, 0.068667
adults, 57, OMOC, Tail, 0.003345, 0.008383
adults, 57, OOCM, Crossing, 0.145159, 0.061468
adults, 57, OCCO, Other, 0.001587, 0.004060
adults, 57, CCOO, Other, 0.008093, 0.019226
adults, 57, COCO, Other, 0.005768, 0.015605
adults, 57, COOM, Other, 0.007793, 0.018947
adults, 58, OMCO, Other, 0.005582, 0.015513
adults, 58, OCOM, Other, 0.004724, 0.011609
adults, 58, OOMC, Recursive, 0.960236, 0.037271
adults, 58, OMOC, Tail, 0.004418, 0.011944
adults, 58, OOCM, Crossing, 0.016700, 0.023807
adults, 58, OCCO, Other, 0.002277, 0.009632
adults, 58, CCOO, Other, 0.002123, 0.004973
adults, 58, COCO, Other, 0.001801, 0.005779
adults, 58, COOM, Other, 0.002139, 0.005388
adults, 59, OMCO, Other, 0.003483, 0.006883
adults, 59, OCOM, Other, 0.001427, 0.003523
adults, 59, OOMC, Recursive, 0.978430, 0.019709
adults, 59, OMOC, Tail, 0.003091, 0.007680
adults, 59, OOCM, Crossing, 0.009448, 0.015267
adults, 59, OCCO, Other, 0.001170, 0.003887
adults, 59, CCOO, Other, 0.001044, 0.002397
adults, 59, COCO, Other, 0.001003, 0.002397
adults, 59, COOM, Other, 0.000902, 0.002163
adults, 60, OMCO, Other, 0.002951, 0.009377
adults, 60, OCOM, Other, 0.001822, 0.004788
adults, 60, OOMC, Recursive, 0.972521, 0.023378
adults, 60, OMOC, Tail, 0.002019, 0.006974
adults, 60, OOCM, Crossing, 0.009777, 0.017231
adults, 60, OCCO, Other, 0.001494, 0.004234
adults, 60, CCOO, Other, 0.000979, 0.002497
adults, 60, COCO, Other, 0.007281, 0.007322
adults, 60, COOM, Other, 0.001157, 0.002633
adults, 61, OMCO, Other, 0.019146, 0.021453
adults, 61, OCOM, Other, 0.049824, 0.027887
adults, 61, OOMC, Recursive, 0.710659, 0.072405
adults, 61, OMOC, Tail, 0.005915, 0.011512
adults, 61, OOCM, Crossing, 0.055212, 0.031460
adults, 61, OCCO, Other, 0.003769, 0.008046
adults, 61, CCOO, Other, 0.047490, 0.033734
adults, 61, COCO, Other, 0.066607, 0.034288
adults, 61, COOM, Other, 0.041378, 0.029634
adults, 62, OMCO, Other, 0.003519, 0.009527
adults, 62, OCOM, Other, 0.001671, 0.003810
adults, 62, OOMC, Recursive, 0.955135, 0.032685
adults, 62, OMOC, Tail, 0.002061, 0.005331
adults, 62, OOCM, Crossing, 0.033716, 0.028023
adults, 62, OCCO, Other, 0.001127, 0.002868
adults, 62, CCOO, Other, 0.001273, 0.002996
adults, 62, COCO, Other, 0.000714, 0.002119
adults, 62, COOM, Other, 0.000784, 0.001807
