sample,thin_sample,who,value
44,440,tsimane,2.514161
44,440,adults,4.248749
45,450,monkeys,2.779463
45,450,kids,3.043276
45,450,tsimane,2.798550
45,450,adults,4.503470
46,460,monkeys,2.855004
46,460,kids,2.807535
46,460,tsimane,2.937839
46,460,adults,4.504134
47,470,monkeys,2.383070
47,470,kids,2.318064
47,470,tsimane,3.414017
47,470,adults,4.897680
48,480,monkeys,2.260995
48,480,kids,2.460357
48,480,tsimane,3.359697
48,480,adults,5.114461
49,490,monkeys,2.095455
49,490,kids,1.844045
49,490,tsimane,3.277911
49,490,adults,4.243193
50,500,monkeys,2.066535
50,500,kids,1.867561
50,500,tsimane,2.900978
50,500,adults,4.148913
51,510,monkeys,2.030440
51,510,kids,2.042330
51,510,tsimane,2.673534
51,510,adults,4.167046
52,520,monkeys,2.015736
52,520,kids,2.124030
52,520,tsimane,3.786880
52,520,adults,3.325230
53,530,monkeys,1.983908
53,530,kids,2.253737
53,530,tsimane,3.678782
53,530,adults,3.177531
54,540,monkeys,2.759318
54,540,kids,2.732870
54,540,tsimane,2.927290
54,540,adults,5.445714
55,550,monkeys,2.644836
55,550,kids,2.430389
55,550,tsimane,2.318908
55,550,adults,4.819091
56,560,monkeys,2.727660
56,560,kids,3.070999
56,560,tsimane,3.199684
56,560,adults,4.530400
57,570,monkeys,2.751209
57,570,kids,2.297354
57,570,tsimane,3.041349
57,570,adults,4.890351
58,580,monkeys,2.134404
58,580,kids,2.415351
58,580,tsimane,2.806864
58,580,adults,4.663686
59,590,monkeys,2.962955
59,590,kids,2.351001
59,590,tsimane,3.572279
59,590,adults,2.863230
60,600,monkeys,4.188261
60,600,kids,2.335665
60,600,tsimane,3.491941
60,600,adults,7.190563
61,610,monkeys,2.328197
61,610,kids,2.405234
61,610,tsimane,2.356665
61,610,adults,2.199088
62,620,monkeys,2.647715
62,620,kids,2.605558
62,620,tsimane,2.325941
62,620,adults,2.640603
63,630,monkeys,3.254570
63,630,kids,2.309232
63,630,tsimane,2.341895
63,630,adults,1.978159
64,640,monkeys,3.400339
64,640,kids,2.200083
64,640,tsimane,2.194400
64,640,adults,2.255596
65,650,monkeys,2.822738
65,650,kids,2.782576
65,650,tsimane,2.909266
65,650,adults,2.757397
66,660,monkeys,3.657505
66,660,kids,2.187262
66,660,tsimane,2.099419
66,660,adults,2.269415
67,670,monkeys,4.001532
67,670,kids,2.293943
67,670,tsimane,2.261332
67,670,adults,2.365984
68,680,monkeys,3.619346
68,680,kids,2.225672
68,680,tsimane,2.680128
68,680,adults,2.486831
69,690,monkeys,3.687123
69,690,kids,2.320528
69,690,tsimane,2.596433
69,690,adults,2.871791
70,700,monkeys,3.479328
70,700,kids,2.312696
70,700,tsimane,2.273071
70,700,adults,2.705549
71,710,monkeys,3.511235
71,710,kids,2.339696
71,710,tsimane,2.448200
71,710,adults,2.640963
72,720,monkeys,2.370885
72,720,kids,2.384045
72,720,tsimane,3.213071
72,720,adults,7.026438
73,730,monkeys,4.087512
73,730,kids,2.182245
73,730,tsimane,3.078519
73,730,adults,6.229751
74,740,monkeys,3.017976
74,740,kids,2.816097
74,740,tsimane,3.115188
74,740,adults,2.420985
75,750,monkeys,2.355013
75,750,kids,2.982027
75,750,tsimane,2.666683
75,750,adults,2.865484
76,760,monkeys,2.396681
76,760,kids,2.554764
76,760,tsimane,2.637887
76,760,adults,2.715869
77,770,monkeys,2.737556
77,770,kids,3.056827
77,770,tsimane,3.229008
77,770,adults,2.877861
78,780,monkeys,3.095131
78,780,kids,3.178952
78,780,tsimane,3.729693
78,780,adults,2.756849
79,790,monkeys,4.956121
79,790,kids,2.939757
79,790,tsimane,3.133161
79,790,adults,2.333825
80,800,monkeys,5.541449
80,800,kids,2.638176
80,800,tsimane,3.173952
80,800,adults,2.538485
81,810,monkeys,3.630271
81,810,kids,3.118026
81,810,tsimane,2.932765
81,810,adults,3.340270
82,820,monkeys,2.035596
82,820,kids,2.833892
82,820,tsimane,2.914911
82,820,adults,3.721778
83,830,monkeys,3.419215
83,830,kids,3.745347
83,830,tsimane,3.426503
83,830,adults,2.949851
84,840,monkeys,2.805543
84,840,kids,3.899468
84,840,tsimane,3.243018
84,840,adults,2.440785
85,850,monkeys,2.998549
85,850,kids,2.224386
85,850,tsimane,3.355471
85,850,adults,7.045296
86,860,monkeys,4.598836
86,860,kids,3.103127
86,860,tsimane,3.343802
86,860,adults,5.293887
87,870,monkeys,2.667525
87,870,kids,2.799692
87,870,tsimane,2.321704
87,870,adults,2.460476
88,880,monkeys,3.429504
88,880,kids,2.393080
88,880,tsimane,4.792708
88,880,adults,6.234402
89,890,monkeys,5.214307
89,890,kids,3.018314
89,890,tsimane,2.922317
89,890,adults,1.985278
90,900,monkeys,3.437000
90,900,kids,3.142528
90,900,tsimane,5.295538
90,900,adults,6.728656
91,910,monkeys,5.531738
91,910,kids,3.256749
91,910,tsimane,5.403505
91,910,adults,4.002740
92,920,monkeys,2.022546
92,920,kids,2.526440
92,920,tsimane,2.271757
92,920,adults,7.055434
93,930,monkeys,2.906711
93,930,kids,2.741222
93,930,tsimane,3.634086
93,930,adults,3.003759
94,940,monkeys,1.344569
94,940,kids,2.689675
94,940,tsimane,2.758478
94,940,adults,6.311453
95,950,monkeys,4.266218
95,950,kids,2.748387
95,950,tsimane,4.878637
95,950,adults,2.485277
96,960,monkeys,1.991729
96,960,kids,2.211281
96,960,tsimane,2.847674
96,960,adults,4.617922
97,970,monkeys,2.329215
97,970,kids,2.622219
97,970,tsimane,3.568142
97,970,adults,6.253281
98,980,monkeys,2.826961
98,980,kids,2.869105
98,980,tsimane,2.564103
98,980,adults,6.658285
99,990,monkeys,4.134994
99,990,kids,2.002020
99,990,tsimane,3.657912
99,990,adults,2.756576
100,1000,monkeys,3.105979
100,1000,kids,2.606604
100,1000,tsimane,3.866472
100,1000,adults,2.808143
101,1010,monkeys,2.782582
101,1010,kids,2.925260
101,1010,tsimane,4.543553
101,1010,adults,2.713791
102,1020,monkeys,3.177491
102,1020,kids,2.922767
102,1020,tsimane,4.842837
102,1020,adults,3.009132
103,1030,monkeys,3.181525
103,1030,kids,2.922162
103,1030,tsimane,4.619235
103,1030,adults,3.199537
104,1040,monkeys,3.181525
104,1040,kids,2.922162
104,1040,tsimane,4.619235
104,1040,adults,3.199537
105,1050,monkeys,3.312670
105,1050,kids,2.908385
105,1050,tsimane,4.563268
105,1050,adults,3.230417
106,1060,monkeys,4.216088
106,1060,kids,2.300603
106,1060,tsimane,4.519963
106,1060,adults,2.914470
107,1070,monkeys,4.398764
107,1070,kids,2.539821
107,1070,tsimane,4.934289
107,1070,adults,2.993399
108,1080,monkeys,4.920677
108,1080,kids,2.975897
108,1080,tsimane,3.941765
108,1080,adults,3.234577
109,1090,monkeys,2.401024
109,1090,kids,2.425009
109,1090,tsimane,5.159446
109,1090,adults,3.524492
110,1100,monkeys,5.527910
110,1100,kids,2.819868
110,1100,tsimane,2.666766
110,1100,adults,6.475923
111,1110,monkeys,3.225722
111,1110,kids,3.236705
111,1110,tsimane,3.510488
111,1110,adults,4.261034
112,1120,monkeys,3.228492
112,1120,kids,2.657776
112,1120,tsimane,3.328248
112,1120,adults,4.678227
113,1130,monkeys,4.383877
113,1130,kids,2.385728
113,1130,tsimane,3.023076
113,1130,adults,7.168981
114,1140,monkeys,3.143865
114,1140,kids,3.375619
114,1140,tsimane,3.590041
114,1140,adults,3.640094
115,1150,monkeys,2.408909
115,1150,kids,2.502956
115,1150,tsimane,3.278421
115,1150,adults,5.501636
116,1160,monkeys,3.704018
116,1160,kids,2.891632
116,1160,tsimane,3.307994
116,1160,adults,4.874651
117,1170,monkeys,1.621762
117,1170,kids,2.636744
117,1170,tsimane,2.567425
117,1170,adults,6.454221
118,1180,monkeys,4.007000
118,1180,kids,2.473538
118,1180,tsimane,2.317801
118,1180,adults,5.208760
119,1190,monkeys,2.634210
119,1190,kids,2.147155
119,1190,tsimane,2.822959
119,1190,adults,4.582281
120,1200,monkeys,3.571548
120,1200,kids,1.470587
120,1200,tsimane,3.362502
120,1200,adults,5.975093
121,1210,monkeys,2.950565
121,1210,kids,1.834877
121,1210,tsimane,3.759053
121,1210,adults,5.549651
122,1220,monkeys,3.365147
122,1220,kids,2.270765
122,1220,tsimane,3.259298
122,1220,adults,3.090081
123,1230,monkeys,2.489809
123,1230,kids,2.111032
123,1230,tsimane,3.348378
123,1230,adults,5.063488
124,1240,monkeys,2.170332
124,1240,kids,2.397578
124,1240,tsimane,2.900133
124,1240,adults,3.804925
125,1250,monkeys,2.418236
125,1250,kids,2.378851
125,1250,tsimane,2.795345
125,1250,adults,2.923552
126,1260,monkeys,4.178072
126,1260,kids,2.287863
126,1260,tsimane,3.229331
126,1260,adults,5.508489
127,1270,monkeys,2.699055
127,1270,kids,3.362075
127,1270,tsimane,3.266966
127,1270,adults,5.103875
128,1280,monkeys,3.926024
128,1280,kids,2.744090
128,1280,tsimane,3.660296
128,1280,adults,2.943106
129,1290,monkeys,2.329793
129,1290,kids,2.716839
129,1290,tsimane,3.866196
129,1290,adults,3.558997
130,1300,monkeys,5.669053
130,1300,kids,3.539772
130,1300,tsimane,3.691243
130,1300,adults,5.387708
131,1310,monkeys,3.084039
131,1310,kids,2.437799
131,1310,tsimane,3.009249
131,1310,adults,5.889141
132,1320,monkeys,3.674532
132,1320,kids,2.818120
132,1320,tsimane,1.884368
132,1320,adults,5.292858
133,1330,monkeys,3.483296
133,1330,kids,2.443181
133,1330,tsimane,2.621453
133,1330,adults,5.111545
134,1340,monkeys,4.060524
134,1340,kids,2.289952
134,1340,tsimane,2.217505
134,1340,adults,9.539151
135,1350,monkeys,3.550288
135,1350,kids,2.237398
135,1350,tsimane,2.149386
135,1350,adults,7.576819
136,1360,monkeys,2.853124
136,1360,kids,2.087806
136,1360,tsimane,2.337949
136,1360,adults,4.862990
137,1370,monkeys,2.733172
137,1370,kids,2.072032
137,1370,tsimane,2.562620
137,1370,adults,4.143885
138,1380,monkeys,4.430220
138,1380,kids,2.489892
138,1380,tsimane,2.252170
138,1380,adults,3.483491
139,1390,monkeys,4.425930
139,1390,kids,2.715464
139,1390,tsimane,2.122352
139,1390,adults,3.612928
140,1400,monkeys,3.763059
140,1400,kids,2.252863
140,1400,tsimane,2.136561
140,1400,adults,3.306648
141,1410,monkeys,2.853322
141,1410,kids,2.472638
141,1410,tsimane,3.470552
141,1410,adults,2.756168
142,1420,monkeys,4.549852
142,1420,kids,2.659305
142,1420,tsimane,1.891151
142,1420,adults,2.034141
143,1430,monkeys,3.544950
143,1430,kids,2.372594
143,1430,tsimane,1.953488
143,1430,adults,2.944751
144,1440,monkeys,4.079501
144,1440,kids,1.798089
144,1440,tsimane,2.296616
144,1440,adults,3.093882
145,1450,monkeys,2.635721
145,1450,kids,1.804717
145,1450,tsimane,1.989277
145,1450,adults,3.125906
146,1460,monkeys,3.485968
146,1460,kids,2.297901
146,1460,tsimane,2.032780
146,1460,adults,2.946984
147,1470,monkeys,4.191700
147,1470,kids,3.395379
147,1470,tsimane,2.568985
147,1470,adults,4.862968
148,1480,monkeys,4.569695
148,1480,kids,2.458930
148,1480,tsimane,2.853181
148,1480,adults,3.444453
149,1490,monkeys,3.995204
149,1490,kids,2.696191
149,1490,tsimane,2.292615
149,1490,adults,3.008047
150,1500,monkeys,4.604802
150,1500,kids,2.139117
150,1500,tsimane,2.949457
150,1500,adults,3.721202
151,1510,monkeys,4.195175
151,1510,kids,2.855172
151,1510,tsimane,2.827572
151,1510,adults,4.768234
152,1520,monkeys,5.823207
152,1520,kids,3.815425
152,1520,tsimane,3.421625
152,1520,adults,3.509770
153,1530,monkeys,7.179789
153,1530,kids,3.813690
153,1530,tsimane,2.967334
153,1530,adults,3.062792
154,1540,monkeys,3.594633
154,1540,kids,3.686008
154,1540,tsimane,3.278157
154,1540,adults,3.894798
155,1550,monkeys,2.370943
155,1550,kids,4.100067
155,1550,tsimane,3.463059
155,1550,adults,3.379107
156,1560,monkeys,2.581248
156,1560,kids,3.798090
156,1560,tsimane,2.726347
156,1560,adults,6.000393
157,1570,monkeys,2.427550
157,1570,kids,2.999520
157,1570,tsimane,3.406742
157,1570,adults,1.501160
158,1580,monkeys,2.581799
158,1580,kids,3.219435
158,1580,tsimane,3.243580
158,1580,adults,1.526701
159,1590,monkeys,2.865968
159,1590,kids,2.758812
159,1590,tsimane,2.333564
159,1590,adults,2.709943
160,1600,monkeys,3.136580
160,1600,kids,2.757231
160,1600,tsimane,3.657196
160,1600,adults,3.044524
161,1610,monkeys,3.486191
161,1610,kids,3.007753
161,1610,tsimane,3.414001
161,1610,adults,4.810346
162,1620,monkeys,4.820135
162,1620,kids,2.879280
162,1620,tsimane,2.887362
162,1620,adults,2.467254
163,1630,monkeys,2.827342
163,1630,kids,2.707763
163,1630,tsimane,2.917265
163,1630,adults,3.175062
164,1640,monkeys,2.970575
164,1640,kids,2.955244
164,1640,tsimane,4.663057
164,1640,adults,2.609900
165,1650,monkeys,2.258581
165,1650,kids,3.746304
165,1650,tsimane,5.944147
165,1650,adults,2.267010
166,1660,monkeys,3.302852
166,1660,kids,3.159626
166,1660,tsimane,4.804885
166,1660,adults,6.367166
167,1670,monkeys,2.261540
167,1670,kids,3.580601
167,1670,tsimane,4.322062
167,1670,adults,3.000404
168,1680,monkeys,2.882809
168,1680,kids,3.376244
168,1680,tsimane,5.259057
168,1680,adults,7.392914
169,1690,monkeys,3.493319
169,1690,kids,2.795302
169,1690,tsimane,4.348409
169,1690,adults,3.576036
170,1700,monkeys,2.878155
170,1700,kids,3.078491
170,1700,tsimane,3.554574
170,1700,adults,9.422135
171,1710,monkeys,2.620538
171,1710,kids,3.626211
171,1710,tsimane,3.216481
171,1710,adults,9.521625
172,1720,monkeys,3.494076
172,1720,kids,3.293725
172,1720,tsimane,3.860201
172,1720,adults,3.890145
173,1730,monkeys,2.174447
173,1730,kids,4.227853
173,1730,tsimane,2.683840
173,1730,adults,4.104201
174,1740,monkeys,5.150407
174,1740,kids,3.678031
174,1740,tsimane,3.074636
174,1740,adults,3.744379
175,1750,monkeys,3.620425
175,1750,kids,3.310235
175,1750,tsimane,2.549215
175,1750,adults,3.931426
176,1760,monkeys,4.148071
176,1760,kids,3.590012
176,1760,tsimane,3.276632
176,1760,adults,2.679150
177,1770,monkeys,4.095638
177,1770,kids,2.558888
177,1770,tsimane,2.473568
177,1770,adults,7.177427
178,1780,monkeys,6.053053
178,1780,kids,3.509327
178,1780,tsimane,2.945431
178,1780,adults,6.981361
179,1790,monkeys,4.363236
179,1790,kids,3.563316
179,1790,tsimane,3.374426
179,1790,adults,3.189124
180,1800,monkeys,4.953311
180,1800,kids,3.724998
180,1800,tsimane,3.771605
180,1800,adults,4.568401
181,1810,monkeys,2.149052
181,1810,kids,3.159862
181,1810,tsimane,3.827236
181,1810,adults,4.816588
182,1820,monkeys,2.384002
182,1820,kids,3.439237
182,1820,tsimane,4.165194
182,1820,adults,3.150761
183,1830,monkeys,2.165488
183,1830,kids,3.434493
183,1830,tsimane,4.360145
183,1830,adults,3.110156
184,1840,monkeys,3.798855
184,1840,kids,2.547419
184,1840,tsimane,3.797428
184,1840,adults,9.724798
185,1850,monkeys,2.619296
185,1850,kids,2.562808
185,1850,tsimane,3.393475
185,1850,adults,7.618605
186,1860,monkeys,2.556792
186,1860,kids,2.650420
186,1860,tsimane,3.867543
186,1860,adults,5.231770
187,1870,monkeys,2.725084
187,1870,kids,2.740601
187,1870,tsimane,4.125701
187,1870,adults,5.259163
188,1880,monkeys,2.361484
188,1880,kids,2.362099
188,1880,tsimane,3.800323
188,1880,adults,6.344686
189,1890,monkeys,2.017493
189,1890,kids,3.071279
189,1890,tsimane,3.505390
189,1890,adults,4.910755
190,1900,monkeys,1.900137
190,1900,kids,2.499774
190,1900,tsimane,3.222853
190,1900,adults,4.595572
191,1910,monkeys,1.569418
191,1910,kids,3.264958
191,1910,tsimane,3.154002
191,1910,adults,5.327440
192,1920,monkeys,2.520980
192,1920,kids,3.323812
192,1920,tsimane,3.003490
192,1920,adults,3.381223
193,1930,monkeys,2.789384
193,1930,kids,2.281811
193,1930,tsimane,3.162291
193,1930,adults,3.687130
194,1940,monkeys,3.473573
194,1940,kids,2.598426
194,1940,tsimane,2.367638
194,1940,adults,4.770820
195,1950,monkeys,2.628417
195,1950,kids,2.265837
195,1950,tsimane,3.129104
195,1950,adults,3.151411
196,1960,monkeys,2.876800
196,1960,kids,2.646746
196,1960,tsimane,2.092199
196,1960,adults,4.136736
197,1970,monkeys,4.737125
197,1970,kids,2.798297
197,1970,tsimane,2.123969
197,1970,adults,3.298439
198,1980,monkeys,4.961118
198,1980,kids,3.033830
198,1980,tsimane,2.165646
198,1980,adults,3.019764
199,1990,monkeys,5.209859
199,1990,kids,2.250274
199,1990,tsimane,2.142921
199,1990,adults,4.143811
200,2000,monkeys,5.209859
200,2000,kids,2.250274
200,2000,tsimane,2.142921
200,2000,adults,4.143811
201,2010,monkeys,5.209859
201,2010,kids,2.250274
201,2010,tsimane,2.142921
201,2010,adults,4.143811
202,2020,monkeys,5.209859
202,2020,kids,2.250274
202,2020,tsimane,2.142921
202,2020,adults,4.143811
203,2030,monkeys,5.250634
203,2030,kids,2.218243
203,2030,tsimane,2.242106
203,2030,adults,3.867180
204,2040,monkeys,5.250634
204,2040,kids,2.218243
204,2040,tsimane,2.242106
204,2040,adults,3.867180
205,2050,monkeys,5.250634
205,2050,kids,2.218243
205,2050,tsimane,2.242106
205,2050,adults,3.867180
206,2060,monkeys,5.487491
206,2060,kids,2.077876
206,2060,tsimane,2.154043
206,2060,adults,3.943642
207,2070,monkeys,2.860006
207,2070,kids,1.991998
207,2070,tsimane,2.039000
207,2070,adults,5.809468
208,2080,monkeys,2.309658
208,2080,kids,1.970814
208,2080,tsimane,3.469764
208,2080,adults,3.434287
209,2090,monkeys,2.330133
209,2090,kids,2.048938
209,2090,tsimane,3.206465
209,2090,adults,3.554804
210,2100,monkeys,2.330133
210,2100,kids,2.048938
210,2100,tsimane,3.206465
210,2100,adults,3.554804
211,2110,monkeys,2.608854
211,2110,kids,2.236228
211,2110,tsimane,3.078471
211,2110,adults,3.318093
212,2120,monkeys,2.751654
212,2120,kids,2.049340
212,2120,tsimane,3.202594
212,2120,adults,3.363842
213,2130,monkeys,3.359480
213,2130,kids,2.390704
213,2130,tsimane,2.673633
213,2130,adults,3.005756
214,2140,monkeys,3.081510
214,2140,kids,2.519305
214,2140,tsimane,2.216638
214,2140,adults,3.836303
215,2150,monkeys,3.088289
215,2150,kids,2.509586
215,2150,tsimane,2.079254
215,2150,adults,3.624147
216,2160,monkeys,3.170423
216,2160,kids,2.449312
216,2160,tsimane,2.196634
216,2160,adults,4.199110
217,2170,monkeys,3.365911
217,2170,kids,2.413182
217,2170,tsimane,2.143258
217,2170,adults,3.524884
218,2180,monkeys,3.125500
218,2180,kids,2.089124
218,2180,tsimane,3.008517
218,2180,adults,4.280897
219,2190,monkeys,2.637326
219,2190,kids,2.115663
219,2190,tsimane,2.718262
219,2190,adults,3.862464
220,2200,monkeys,2.464891
220,2200,kids,2.019063
220,2200,tsimane,2.731215
220,2200,adults,3.732281
221,2210,monkeys,2.997949
221,2210,kids,2.067038
221,2210,tsimane,2.444810
221,2210,adults,5.123968
222,2220,monkeys,3.110827
222,2220,kids,2.151752
222,2220,tsimane,2.357026
222,2220,adults,4.961695
223,2230,monkeys,3.142617
223,2230,kids,2.146189
223,2230,tsimane,2.434327
223,2230,adults,5.310950
224,2240,monkeys,3.541398
224,2240,kids,2.263979
224,2240,tsimane,2.488618
224,2240,adults,4.856166
225,2250,monkeys,2.329938
225,2250,kids,2.727893
225,2250,tsimane,2.973958
225,2250,adults,4.087574
226,2260,monkeys,2.376809
226,2260,kids,2.719891
226,2260,tsimane,2.882223
226,2260,adults,4.373111
227,2270,monkeys,2.084440
227,2270,kids,2.518023
227,2270,tsimane,2.890170
227,2270,adults,6.951033
228,2280,monkeys,2.099059
228,2280,kids,2.415212
228,2280,tsimane,2.876919
228,2280,adults,6.760008
229,2290,monkeys,1.939903
229,2290,kids,2.241315
229,2290,tsimane,2.697546
229,2290,adults,7.312602
230,2300,monkeys,6.679531
230,2300,kids,2.472554
230,2300,tsimane,3.197150
230,2300,adults,6.668066
231,2310,monkeys,2.323657
231,2310,kids,2.722331
231,2310,tsimane,1.682525
231,2310,adults,7.140665
232,2320,monkeys,3.136812
232,2320,kids,2.199261
232,2320,tsimane,2.385178
232,2320,adults,3.539457
233,2330,monkeys,2.198873
233,2330,kids,2.738230
233,2330,tsimane,3.963277
233,2330,adults,2.524176
234,2340,monkeys,2.919875
234,2340,kids,2.445724
234,2340,tsimane,3.076476
234,2340,adults,4.156809
235,2350,monkeys,1.789857
235,2350,kids,2.160866
235,2350,tsimane,4.336789
235,2350,adults,3.973698
236,2360,monkeys,2.333190
236,2360,kids,2.439572
236,2360,tsimane,3.647555
236,2360,adults,3.657524
237,2370,monkeys,3.096062
237,2370,kids,2.050033
237,2370,tsimane,4.526153
237,2370,adults,3.474904
238,2380,monkeys,2.825429
238,2380,kids,2.088810
238,2380,tsimane,3.727502
238,2380,adults,5.106453
239,2390,monkeys,2.718591
239,2390,kids,2.209969
239,2390,tsimane,2.786669
239,2390,adults,5.447658
240,2400,monkeys,2.336287
240,2400,kids,2.121894
240,2400,tsimane,4.880048
240,2400,adults,5.624366
241,2410,monkeys,2.339022
241,2410,kids,2.138483
241,2410,tsimane,5.125486
241,2410,adults,5.558948
242,2420,monkeys,1.778333
242,2420,kids,2.439878
242,2420,tsimane,2.961699
242,2420,adults,3.291019
243,2430,monkeys,1.682451
243,2430,kids,1.906658
243,2430,tsimane,2.386176
243,2430,adults,6.680871
244,2440,monkeys,4.503598
244,2440,kids,1.704902
244,2440,tsimane,2.801528
244,2440,adults,4.951179
245,2450,monkeys,1.886143
245,2450,kids,2.304948
245,2450,tsimane,3.077264
245,2450,adults,5.774996
246,2460,monkeys,1.807676
246,2460,kids,2.560617
246,2460,tsimane,2.661331
246,2460,adults,5.588792
247,2470,monkeys,1.279035
247,2470,kids,1.822442
247,2470,tsimane,3.272267
247,2470,adults,3.393335
248,2480,monkeys,2.128045
248,2480,kids,2.098481
248,2480,tsimane,4.093855
248,2480,adults,5.308688
249,2490,monkeys,1.948092
249,2490,kids,2.086948
249,2490,tsimane,3.040191
249,2490,adults,3.479374
250,2500,monkeys,1.956174
250,2500,kids,1.849265
250,2500,tsimane,3.546814
250,2500,adults,3.610141
251,2510,monkeys,2.483370
251,2510,kids,2.602577
251,2510,tsimane,3.429051
251,2510,adults,5.698326
252,2520,monkeys,2.471765
252,2520,kids,2.286670
252,2520,tsimane,3.111947
252,2520,adults,4.287175
253,2530,monkeys,2.146935
253,2530,kids,1.842369
253,2530,tsimane,2.961097
253,2530,adults,4.023667
254,2540,monkeys,1.529876
254,2540,kids,3.044797
254,2540,tsimane,3.526397
254,2540,adults,3.226293
255,2550,monkeys,2.017260
255,2550,kids,2.576940
255,2550,tsimane,4.003899
255,2550,adults,3.280301
256,2560,monkeys,1.258303
256,2560,kids,1.911634
