who,id,alg_name,alg_type,val,sd
tsimane, 18, O)O], Other, 0.007607, 0.016494
tsimane, 18, O)]O, Other, 0.005949, 0.013164
tsimane, 18, C[(M, Other, 0.004877, 0.012397
tsimane, 18, (C[M, Other, 0.008332, 0.015588
tsimane, 18, )][(, Other, 0.005752, 0.013815
tsimane, 18, ([)], Other, 0.187444, 0.085598
tsimane, 18, [()], Recursive, 0.027078, 0.032602
tsimane, 18, O])O, Other, 0.006600, 0.014235
tsimane, 18, ()[], Tail, 0.006812, 0.014897
tsimane, 18, ]()[, Other, 0.005697, 0.013255
tsimane, 18, (][), Other, 0.007820, 0.015936
tsimane, 18, [)](, Other, 0.004049, 0.011073
tsimane, 18, ([CM, Crossing, 0.040674, 0.057313
tsimane, 18, ]OO), Other, 0.004606, 0.011655
tsimane, 18, )]OO, Other, 0.004838, 0.012719
tsimane, 18, C(C[, Other, 0.005368, 0.011530
tsimane, 19, C[C(, Other, 0.005779, 0.012360
tsimane, 19, OCOM, Other, 0.008387, 0.017414
tsimane, 19, )O]O, Other, 0.008244, 0.017320
tsimane, 19, ][(), Other, 0.005267, 0.012407
tsimane, 19, CC[(, Other, 0.007379, 0.015382
tsimane, 19, ])[(, Other, 0.004608, 0.011849
tsimane, 19, OCCO, Other, 0.006403, 0.014268
tsimane, 19, )]([, Other, 0.006166, 0.014388
tsimane, 19, [C(M, Other, 0.007573, 0.014966
tsimane, 19, ])OO, Other, 0.006889, 0.013754
tsimane, 19, ()][, Other, 0.006317, 0.015542
tsimane, 19, [)(], Other, 0.009106, 0.017078
tsimane, 19, )[](, Other, 0.006847, 0.016788
tsimane, 19, OO]), Crossing, 0.028307, 0.035417
tsimane, 19, ]([), Other, 0.006477, 0.014209
tsimane, 19, )OO], Other, 0.007420, 0.016769
tsimane, 19, C([M, Other, 0.004003, 0.010682
tsimane, 19, OMCO, Other, 0.005294, 0.012578
tsimane, 19, OOCM, Crossing, 0.013064, 0.028183
tsimane, 19, ([]), Recursive, 0.187278, 0.073679
tsimane, 19, ]O)O, Other, 0.005152, 0.011992
tsimane, 19, ])([, Other, 0.007137, 0.015991
tsimane, 19, COOC, Other, 0.004381, 0.011078
tsimane, 19, O]O), Other, 0.005693, 0.013927
tsimane, 19, )(][, Other, 0.005435, 0.013194
tsimane, 19, OO)], Crossing, 0.046326, 0.059691
tsimane, 19, COCO, Other, 0.005898, 0.012526
tsimane, 19, [](), Tail, 0.006393, 0.013902
tsimane, 19, CCOO, Other, 0.005669, 0.013299
tsimane, 19, [(CM, Crossing, 0.072221, 0.078386
tsimane, 19, CC([, Other, 0.006747, 0.016834
tsimane, 19, )([], Other, 0.005666, 0.013091
tsimane, 19, )[(], Other, 0.005226, 0.012662
tsimane, 19, [])(, Other, 0.006056, 0.013230
tsimane, 19, OMOM, Tail, 0.006836, 0.015542
tsimane, 19, OOMM, Recursive, 0.040136, 0.055543
tsimane, 19, (CC[, Other, 0.005845, 0.015108
tsimane, 19, ][)(, Other, 0.008034, 0.015606
tsimane, 19, (])[, Other, 0.005259, 0.012561
tsimane, 19, [CC(, Other, 0.007264, 0.014895
tsimane, 19, [(]), Other, 0.020317, 0.029124
tsimane, 19, O)O], Other, 0.007179, 0.015136
tsimane, 19, O)]O, Other, 0.006286, 0.014462
tsimane, 19, C[(M, Other, 0.006054, 0.013994
tsimane, 19, (C[M, Other, 0.006552, 0.015197
tsimane, 19, )][(, Other, 0.006031, 0.014676
tsimane, 19, ([)], Other, 0.035960, 0.035430
tsimane, 19, [()], Recursive, 0.247858, 0.121269
tsimane, 19, O])O, Other, 0.006592, 0.014257
tsimane, 19, ()[], Tail, 0.005923, 0.012967
tsimane, 19, ]()[, Other, 0.005919, 0.014906
tsimane, 19, (][), Other, 0.007759, 0.016338
tsimane, 19, [)](, Other, 0.004736, 0.013677
tsimane, 19, ([CM, Crossing, 0.013344, 0.022387
tsimane, 19, ]OO), Other, 0.006838, 0.014846
tsimane, 19, )]OO, Other, 0.004392, 0.010449
tsimane, 19, C(C[, Other, 0.006079, 0.014169
tsimane, 20, C[C(, Other, 0.005527, 0.013265
tsimane, 20, OCOM, Other, 0.008380, 0.017019
tsimane, 20, )O]O, Other, 0.006646, 0.013384
tsimane, 20, ][(), Other, 0.005543, 0.013461
tsimane, 20, CC[(, Other, 0.007145, 0.015156
tsimane, 20, ])[(, Other, 0.007145, 0.014955
tsimane, 20, OCCO, Other, 0.006237, 0.013915
tsimane, 20, )]([, Other, 0.004136, 0.010802
tsimane, 20, [C(M, Other, 0.006964, 0.015696
tsimane, 20, ])OO, Other, 0.004862, 0.012181
tsimane, 20, ()][, Other, 0.006439, 0.014204
tsimane, 20, [)(], Other, 0.009247, 0.018419
tsimane, 20, )[](, Other, 0.005994, 0.013689
tsimane, 20, OO]), Crossing, 0.024342, 0.033850
tsimane, 20, ]([), Other, 0.006943, 0.014693
tsimane, 20, )OO], Other, 0.006886, 0.016071
tsimane, 20, C([M, Other, 0.005745, 0.013834
tsimane, 20, OMCO, Other, 0.005707, 0.013014
tsimane, 20, OOCM, Crossing, 0.013608, 0.029321
tsimane, 20, ([]), Recursive, 0.296201, 0.093588
tsimane, 20, ]O)O, Other, 0.006150, 0.014564
tsimane, 20, ])([, Other, 0.006567, 0.014000
tsimane, 20, COOC, Other, 0.004307, 0.012041
tsimane, 20, O]O), Other, 0.004711, 0.012966
tsimane, 20, )(][, Other, 0.005060, 0.012793
tsimane, 20, OO)], Crossing, 0.037672, 0.053041
tsimane, 20, COCO, Other, 0.006110, 0.014356
tsimane, 20, [](), Tail, 0.007328, 0.014423
tsimane, 20, CCOO, Other, 0.005344, 0.012329
tsimane, 20, [(CM, Crossing, 0.021601, 0.028741
tsimane, 20, CC([, Other, 0.006213, 0.013449
tsimane, 20, )([], Other, 0.005804, 0.013415
tsimane, 20, )[(], Other, 0.005125, 0.013289
tsimane, 20, [])(, Other, 0.006356, 0.015193
tsimane, 20, OMOM, Tail, 0.006156, 0.012936
tsimane, 20, OOMM, Recursive, 0.022261, 0.031643
tsimane, 20, (CC[, Other, 0.006016, 0.014754
tsimane, 20, ][)(, Other, 0.007072, 0.015404
tsimane, 20, (])[, Other, 0.004441, 0.010966
tsimane, 20, [CC(, Other, 0.006468, 0.013664
tsimane, 20, [(]), Other, 0.013389, 0.021249
tsimane, 20, O)O], Other, 0.008455, 0.016463
tsimane, 20, O)]O, Other, 0.004717, 0.012540
tsimane, 20, C[(M, Other, 0.006197, 0.013860
tsimane, 20, (C[M, Other, 0.007220, 0.016769
tsimane, 20, )][(, Other, 0.004970, 0.012759
tsimane, 20, ([)], Other, 0.211191, 0.092754
tsimane, 20, [()], Recursive, 0.027270, 0.034190
tsimane, 20, O])O, Other, 0.005239, 0.012903
tsimane, 20, ()[], Tail, 0.005709, 0.014287
tsimane, 20, ]()[, Other, 0.005562, 0.012631
tsimane, 20, (][), Other, 0.007370, 0.015153
tsimane, 20, [)](, Other, 0.003606, 0.011071
tsimane, 20, ([CM, Crossing, 0.046365, 0.067378
tsimane, 20, ]OO), Other, 0.006989, 0.015690
tsimane, 20, )]OO, Other, 0.004001, 0.010288
tsimane, 20, C(C[, Other, 0.007289, 0.015217
tsimane, 21, C[C(, Other, 0.006246, 0.013802
tsimane, 21, OCOM, Other, 0.007754, 0.016510
tsimane, 21, )O]O, Other, 0.005858, 0.013370
tsimane, 21, ][(), Other, 0.005202, 0.012964
tsimane, 21, CC[(, Other, 0.005944, 0.014158
tsimane, 21, ])[(, Other, 0.005375, 0.013293
tsimane, 21, OCCO, Other, 0.006413, 0.013520
tsimane, 21, )]([, Other, 0.005436, 0.012901
tsimane, 21, [C(M, Other, 0.008190, 0.016512
tsimane, 21, ])OO, Other, 0.005933, 0.013609
tsimane, 21, ()][, Other, 0.007612, 0.016128
tsimane, 21, [)(], Other, 0.010072, 0.019233
tsimane, 21, )[](, Other, 0.005486, 0.013599
tsimane, 21, OO]), Crossing, 0.030923, 0.042320
tsimane, 21, ]([), Other, 0.006176, 0.012301
tsimane, 21, )OO], Other, 0.007997, 0.017040
tsimane, 21, C([M, Other, 0.004952, 0.012126
tsimane, 21, OMCO, Other, 0.009398, 0.017123
tsimane, 21, OOCM, Crossing, 0.011541, 0.024579
tsimane, 21, ([]), Recursive, 0.500964, 0.104498
tsimane, 21, ]O)O, Other, 0.005056, 0.012261
tsimane, 21, ])([, Other, 0.005653, 0.012924
tsimane, 21, COOC, Other, 0.004095, 0.010589
tsimane, 21, O]O), Other, 0.005307, 0.012846
tsimane, 21, )(][, Other, 0.004756, 0.012677
tsimane, 21, OO)], Crossing, 0.016290, 0.024368
tsimane, 21, COCO, Other, 0.005657, 0.013299
tsimane, 21, [](), Tail, 0.007577, 0.016420
tsimane, 21, CCOO, Other, 0.005862, 0.014725
tsimane, 21, [(CM, Crossing, 0.020148, 0.026324
tsimane, 21, CC([, Other, 0.005734, 0.012851
tsimane, 21, )([], Other, 0.005954, 0.014629
tsimane, 21, )[(], Other, 0.005878, 0.016259
tsimane, 21, [])(, Other, 0.005446, 0.014777
tsimane, 21, OMOM, Tail, 0.006062, 0.013616
tsimane, 21, OOMM, Recursive, 0.030497, 0.040823
tsimane, 21, (CC[, Other, 0.004059, 0.011626
tsimane, 21, ][)(, Other, 0.007880, 0.014988
tsimane, 21, (])[, Other, 0.004839, 0.012403
tsimane, 21, [CC(, Other, 0.006434, 0.014361
tsimane, 21, [(]), Other, 0.013759, 0.022373
tsimane, 21, O)O], Other, 0.007468, 0.015823
tsimane, 21, O)]O, Other, 0.007791, 0.015774
tsimane, 21, C[(M, Other, 0.005919, 0.013211
tsimane, 21, (C[M, Other, 0.006854, 0.013912
tsimane, 21, )][(, Other, 0.005204, 0.012380
tsimane, 21, ([)], Other, 0.036479, 0.035224
tsimane, 21, [()], Recursive, 0.024257, 0.032034
tsimane, 21, O])O, Other, 0.008811, 0.017589
tsimane, 21, ()[], Tail, 0.005770, 0.013714
tsimane, 21, ]()[, Other, 0.004861, 0.012100
tsimane, 21, (][), Other, 0.008757, 0.016494
tsimane, 21, [)](, Other, 0.006147, 0.013529
tsimane, 21, ([CM, Crossing, 0.021099, 0.032107
tsimane, 21, ]OO), Other, 0.006005, 0.014919
tsimane, 21, )]OO, Other, 0.005008, 0.012342
tsimane, 21, C(C[, Other, 0.005156, 0.011778
tsimane, 22, C[C(, Other, 0.019503, 0.036095
tsimane, 22, OCOM, Other, 0.017976, 0.034356
tsimane, 22, )O]O, Other, 0.008922, 0.016514
tsimane, 22, ][(), Other, 0.015570, 0.027363
tsimane, 22, CC[(, Other, 0.005826, 0.013296
tsimane, 22, ])[(, Other, 0.007159, 0.016257
tsimane, 22, OCCO, Other, 0.009727, 0.022142
tsimane, 22, )]([, Other, 0.004991, 0.014207
tsimane, 22, [C(M, Other, 0.030052, 0.046505
tsimane, 22, ])OO, Other, 0.015271, 0.027196
tsimane, 22, ()][, Other, 0.005459, 0.012829
tsimane, 22, [)(], Other, 0.018655, 0.027948
tsimane, 22, )[](, Other, 0.005713, 0.013213
tsimane, 22, OO]), Crossing, 0.024304, 0.034673
tsimane, 22, ]([), Other, 0.017003, 0.029510
tsimane, 22, )OO], Other, 0.007300, 0.016294
tsimane, 22, C([M, Other, 0.009344, 0.020679
tsimane, 22, OMCO, Other, 0.019074, 0.031933
tsimane, 22, OOCM, Crossing, 0.011106, 0.024346
tsimane, 22, ([]), Recursive, 0.168418, 0.073974
tsimane, 22, ]O)O, Other, 0.022254, 0.041784
tsimane, 22, ])([, Other, 0.033638, 0.043580
tsimane, 22, COOC, Other, 0.006988, 0.019416
tsimane, 22, O]O), Other, 0.011435, 0.028596
tsimane, 22, )(][, Other, 0.005572, 0.013543
tsimane, 22, OO)], Crossing, 0.019929, 0.027883
tsimane, 22, COCO, Other, 0.009149, 0.022983
tsimane, 22, [](), Tail, 0.025772, 0.041263
tsimane, 22, CCOO, Other, 0.008773, 0.022561
tsimane, 22, [(CM, Crossing, 0.024264, 0.028866
tsimane, 22, CC([, Other, 0.018814, 0.034698
tsimane, 22, )([], Other, 0.007367, 0.017312
tsimane, 22, )[(], Other, 0.007177, 0.015899
tsimane, 22, [])(, Other, 0.037240, 0.045952
tsimane, 22, OMOM, Tail, 0.015097, 0.028755
tsimane, 22, OOMM, Recursive, 0.021701, 0.028902
tsimane, 22, (CC[, Other, 0.004962, 0.012412
tsimane, 22, ][)(, Other, 0.066815, 0.060689
tsimane, 22, (])[, Other, 0.006214, 0.013367
tsimane, 22, [CC(, Other, 0.014710, 0.029404
tsimane, 22, [(]), Other, 0.014233, 0.023613
tsimane, 22, O)O], Other, 0.012594, 0.024021
tsimane, 22, O)]O, Other, 0.007720, 0.017350
tsimane, 22, C[(M, Other, 0.010211, 0.020717
tsimane, 22, (C[M, Other, 0.007866, 0.016437
tsimane, 22, )][(, Other, 0.006363, 0.014945
tsimane, 22, ([)], Other, 0.038497, 0.035350
tsimane, 22, [()], Recursive, 0.027300, 0.032302
tsimane, 22, O])O, Other, 0.013088, 0.025090
tsimane, 22, ()[], Tail, 0.005893, 0.014489
tsimane, 22, ]()[, Other, 0.005775, 0.013591
tsimane, 22, (][), Other, 0.009253, 0.018335
tsimane, 22, [)](, Other, 0.005476, 0.014481
tsimane, 22, ([CM, Crossing, 0.014229, 0.021991
tsimane, 22, ]OO), Other, 0.020223, 0.034443
tsimane, 22, )]OO, Other, 0.005328, 0.013903
tsimane, 22, C(C[, Other, 0.006711, 0.015248
tsimane, 23, C[C(, Other, 0.006620, 0.014100
tsimane, 23, OCOM, Other, 0.017141, 0.029404
tsimane, 23, )O]O, Other, 0.008286, 0.017639
tsimane, 23, ][(), Other, 0.005782, 0.014492
tsimane, 23, CC[(, Other, 0.006900, 0.014328
tsimane, 23, ])[(, Other, 0.004658, 0.012538
tsimane, 23, OCCO, Other, 0.007004, 0.016777
tsimane, 23, )]([, Other, 0.004186, 0.011376
tsimane, 23, [C(M, Other, 0.016075, 0.032179
tsimane, 23, ])OO, Other, 0.006833, 0.013644
tsimane, 23, ()][, Other, 0.006444, 0.013975
tsimane, 23, [)(], Other, 0.104960, 0.068312
tsimane, 23, )[](, Other, 0.006457, 0.015041
tsimane, 23, OO]), Crossing, 0.043890, 0.049185
tsimane, 23, ]([), Other, 0.006670, 0.016508
tsimane, 23, )OO], Other, 0.006238, 0.014766
tsimane, 23, C([M, Other, 0.004881, 0.012177
tsimane, 23, OMCO, Other, 0.006785, 0.014549
tsimane, 23, OOCM, Crossing, 0.015516, 0.031559
tsimane, 23, ([]), Recursive, 0.218075, 0.084854
tsimane, 23, ]O)O, Other, 0.008091, 0.016077
tsimane, 23, ])([, Other, 0.005943, 0.013907
tsimane, 23, COOC, Other, 0.003332, 0.010635
tsimane, 23, O]O), Other, 0.008550, 0.019778
tsimane, 23, )(][, Other, 0.004828, 0.011861
tsimane, 23, OO)], Crossing, 0.032063, 0.040038
tsimane, 23, COCO, Other, 0.005796, 0.013160
tsimane, 23, [](), Tail, 0.007895, 0.015342
tsimane, 23, CCOO, Other, 0.006226, 0.013990
tsimane, 23, [(CM, Crossing, 0.066188, 0.066300
tsimane, 23, CC([, Other, 0.005889, 0.015185
tsimane, 23, )([], Other, 0.005392, 0.012947
tsimane, 23, )[(], Other, 0.005784, 0.012658
tsimane, 23, [])(, Other, 0.006642, 0.015117
tsimane, 23, OMOM, Tail, 0.006214, 0.013984
tsimane, 23, OOMM, Recursive, 0.031868, 0.044450
tsimane, 23, (CC[, Other, 0.004891, 0.013000
tsimane, 23, ][)(, Other, 0.006645, 0.015128
tsimane, 23, (])[, Other, 0.005113, 0.012307
tsimane, 23, [CC(, Other, 0.007457, 0.016169
tsimane, 23, [(]), Other, 0.028501, 0.041869
tsimane, 23, O)O], Other, 0.018589, 0.035975
tsimane, 23, O)]O, Other, 0.006747, 0.014767
tsimane, 23, C[(M, Other, 0.005963, 0.013359
tsimane, 23, (C[M, Other, 0.013730, 0.024085
tsimane, 23, )][(, Other, 0.005658, 0.013449
tsimane, 23, ([)], Other, 0.042222, 0.037213
tsimane, 23, [()], Recursive, 0.064689, 0.060629
tsimane, 23, O])O, Other, 0.007754, 0.017671
tsimane, 23, ()[], Tail, 0.005260, 0.012970
tsimane, 23, ]()[, Other, 0.005610, 0.014117
tsimane, 23, (][), Other, 0.016456, 0.025769
tsimane, 23, [)](, Other, 0.004039, 0.011851
tsimane, 23, ([CM, Crossing, 0.019421, 0.029918
tsimane, 23, ]OO), Other, 0.005287, 0.013544
tsimane, 23, )]OO, Other, 0.004687, 0.012597
tsimane, 23, C(C[, Other, 0.007175, 0.016103
tsimane, 24, C[C(, Other, 0.004821, 0.011005
tsimane, 24, OCOM, Other, 0.008450, 0.016048
tsimane, 24, )O]O, Other, 0.005642, 0.014426
tsimane, 24, ][(), Other, 0.006589, 0.014469
tsimane, 24, CC[(, Other, 0.006038, 0.013991
tsimane, 24, ])[(, Other, 0.007321, 0.015079
tsimane, 24, OCCO, Other, 0.006715, 0.014672
tsimane, 24, )]([, Other, 0.004038, 0.010648
tsimane, 24, [C(M, Other, 0.005630, 0.013746
tsimane, 24, ])OO, Other, 0.005014, 0.012240
tsimane, 24, ()][, Other, 0.005308, 0.012666
tsimane, 24, [)(], Other, 0.009116, 0.018023
tsimane, 24, )[](, Other, 0.006123, 0.013675
tsimane, 24, OO]), Crossing, 0.028616, 0.043309
tsimane, 24, ]([), Other, 0.006288, 0.015130
tsimane, 24, )OO], Other, 0.007012, 0.015117
tsimane, 24, C([M, Other, 0.006014, 0.016471
tsimane, 24, OMCO, Other, 0.007528, 0.015362
tsimane, 24, OOCM, Crossing, 0.010436, 0.019881
tsimane, 24, ([]), Recursive, 0.510783, 0.101370
tsimane, 24, ]O)O, Other, 0.006538, 0.015362
tsimane, 24, ])([, Other, 0.007569, 0.015347
tsimane, 24, COOC, Other, 0.002387, 0.009140
tsimane, 24, O]O), Other, 0.006201, 0.013596
tsimane, 24, )(][, Other, 0.005455, 0.012615
tsimane, 24, OO)], Crossing, 0.017231, 0.023350
tsimane, 24, COCO, Other, 0.005084, 0.012000
tsimane, 24, [](), Tail, 0.008865, 0.017864
tsimane, 24, CCOO, Other, 0.004958, 0.012307
tsimane, 24, [(CM, Crossing, 0.019266, 0.025261
tsimane, 24, CC([, Other, 0.006649, 0.014270
tsimane, 24, )([], Other, 0.006214, 0.014778
tsimane, 24, )[(], Other, 0.005651, 0.012407
tsimane, 24, [])(, Other, 0.005409, 0.011870
tsimane, 24, OMOM, Tail, 0.006448, 0.013821
tsimane, 24, OOMM, Recursive, 0.024965, 0.036924
tsimane, 24, (CC[, Other, 0.004177, 0.011563
tsimane, 24, ][)(, Other, 0.006628, 0.013599
tsimane, 24, (])[, Other, 0.004310, 0.010941
tsimane, 24, [CC(, Other, 0.008115, 0.016700
tsimane, 24, [(]), Other, 0.012454, 0.020586
tsimane, 24, O)O], Other, 0.008648, 0.016323
tsimane, 24, O)]O, Other, 0.005094, 0.012091
tsimane, 24, C[(M, Other, 0.005460, 0.014919
tsimane, 24, (C[M, Other, 0.007359, 0.016434
tsimane, 24, )][(, Other, 0.006022, 0.012600
tsimane, 24, ([)], Other, 0.039356, 0.039023
tsimane, 24, [()], Recursive, 0.025452, 0.031036
tsimane, 24, O])O, Other, 0.006547, 0.013972
tsimane, 24, ()[], Tail, 0.006455, 0.014461
tsimane, 24, ]()[, Other, 0.005885, 0.014329
tsimane, 24, (][), Other, 0.009170, 0.017270
tsimane, 24, [)](, Other, 0.003247, 0.009543
tsimane, 24, ([CM, Crossing, 0.022760, 0.035933
tsimane, 24, ]OO), Other, 0.006433, 0.014322
tsimane, 24, )]OO, Other, 0.004087, 0.011527
tsimane, 24, C(C[, Other, 0.005970, 0.013411
tsimane, 25, C[C(, Other, 0.005320, 0.012647
tsimane, 25, OCOM, Other, 0.007785, 0.017583
tsimane, 25, )O]O, Other, 0.006207, 0.013389
tsimane, 25, ][(), Other, 0.007009, 0.016937
tsimane, 25, CC[(, Other, 0.006633, 0.015783
tsimane, 25, ])[(, Other, 0.005868, 0.013042
tsimane, 25, OCCO, Other, 0.006207, 0.014009
tsimane, 25, )]([, Other, 0.004614, 0.011970
tsimane, 25, [C(M, Other, 0.008262, 0.015795
tsimane, 25, ])OO, Other, 0.005894, 0.013362
tsimane, 25, ()][, Other, 0.005717, 0.014694
tsimane, 25, [)(], Other, 0.009329, 0.016818
tsimane, 25, )[](, Other, 0.005199, 0.012872
tsimane, 25, OO]), Crossing, 0.023444, 0.035262
tsimane, 25, ]([), Other, 0.006713, 0.014930
tsimane, 25, )OO], Other, 0.006372, 0.013687
tsimane, 25, C([M, Other, 0.005440, 0.012516
tsimane, 25, OMCO, Other, 0.007499, 0.014787
tsimane, 25, OOCM, Crossing, 0.009165, 0.020216
tsimane, 25, ([]), Recursive, 0.514269, 0.099391
tsimane, 25, ]O)O, Other, 0.005046, 0.011299
tsimane, 25, ])([, Other, 0.007673, 0.014282
tsimane, 25, COOC, Other, 0.004712, 0.013581
tsimane, 25, O]O), Other, 0.004700, 0.011773
tsimane, 25, )(][, Other, 0.005471, 0.011916
tsimane, 25, OO)], Crossing, 0.019291, 0.025795
tsimane, 25, COCO, Other, 0.006819, 0.015174
tsimane, 25, [](), Tail, 0.008308, 0.017371
tsimane, 25, CCOO, Other, 0.004773, 0.014603
tsimane, 25, [(CM, Crossing, 0.019254, 0.027231
tsimane, 25, CC([, Other, 0.005531, 0.012772
tsimane, 25, )([], Other, 0.006702, 0.014914
tsimane, 25, )[(], Other, 0.005336, 0.012629
tsimane, 25, [])(, Other, 0.006096, 0.013364
tsimane, 25, OMOM, Tail, 0.006814, 0.015591
tsimane, 25, OOMM, Recursive, 0.026368, 0.037943
tsimane, 25, (CC[, Other, 0.003878, 0.010524
tsimane, 25, ][)(, Other, 0.007770, 0.016931
tsimane, 25, (])[, Other, 0.004178, 0.010553
tsimane, 25, [CC(, Other, 0.006675, 0.014691
tsimane, 25, [(]), Other, 0.014846, 0.023165
tsimane, 25, O)O], Other, 0.008023, 0.015855
tsimane, 25, O)]O, Other, 0.007328, 0.015653
tsimane, 25, C[(M, Other, 0.005701, 0.013817
tsimane, 25, (C[M, Other, 0.007615, 0.017290
tsimane, 25, )][(, Other, 0.003657, 0.010836
tsimane, 25, ([)], Other, 0.035302, 0.035543
tsimane, 25, [()], Recursive, 0.025065, 0.032178
tsimane, 25, O])O, Other, 0.005712, 0.013617
tsimane, 25, ()[], Tail, 0.007284, 0.016502
tsimane, 25, ]()[, Other, 0.005600, 0.013836
tsimane, 25, (][), Other, 0.009198, 0.017363
tsimane, 25, [)](, Other, 0.003321, 0.009443
tsimane, 25, ([CM, Crossing, 0.022696, 0.035600
tsimane, 25, ]OO), Other, 0.005536, 0.013293
tsimane, 25, )]OO, Other, 0.004828, 0.013007
tsimane, 25, C(C[, Other, 0.005951, 0.014939
tsimane, 26, C[C(, Other, 0.004288, 0.011036
tsimane, 26, OCOM, Other, 0.008536, 0.015263
tsimane, 26, )O]O, Other, 0.006469, 0.014999
tsimane, 26, ][(), Other, 0.005943, 0.013229
tsimane, 26, CC[(, Other, 0.005769, 0.013367
tsimane, 26, ])[(, Other, 0.004840, 0.011798
tsimane, 26, OCCO, Other, 0.006225, 0.014029
tsimane, 26, )]([, Other, 0.004269, 0.010642
tsimane, 26, [C(M, Other, 0.006321, 0.013922
tsimane, 26, ])OO, Other, 0.006124, 0.014009
tsimane, 26, ()][, Other, 0.005692, 0.013967
tsimane, 26, [)(], Other, 0.009809, 0.017051
tsimane, 26, )[](, Other, 0.005917, 0.014497
tsimane, 26, OO]), Crossing, 0.031103, 0.043807
tsimane, 26, ]([), Other, 0.007320, 0.015172
tsimane, 26, )OO], Other, 0.004717, 0.010888
tsimane, 26, C([M, Other, 0.004883, 0.011769
tsimane, 26, OMCO, Other, 0.006836, 0.015421
tsimane, 26, OOCM, Crossing, 0.010488, 0.023676
tsimane, 26, ([]), Recursive, 0.508073, 0.099748
tsimane, 26, ]O)O, Other, 0.005166, 0.011873
tsimane, 26, ])([, Other, 0.006454, 0.014725
tsimane, 26, COOC, Other, 0.004824, 0.012800
tsimane, 26, O]O), Other, 0.005885, 0.013823
tsimane, 26, )(][, Other, 0.005626, 0.014852
tsimane, 26, OO)], Crossing, 0.020475, 0.027024
tsimane, 26, COCO, Other, 0.006770, 0.013883
tsimane, 26, [](), Tail, 0.009808, 0.018665
tsimane, 26, CCOO, Other, 0.004869, 0.012912
tsimane, 26, [(CM, Crossing, 0.022067, 0.028523
tsimane, 26, CC([, Other, 0.006237, 0.013357
tsimane, 26, )([], Other, 0.006496, 0.015952
tsimane, 26, )[(], Other, 0.004291, 0.012092
tsimane, 26, [])(, Other, 0.006525, 0.014797
tsimane, 26, OMOM, Tail, 0.005094, 0.012407
tsimane, 26, OOMM, Recursive, 0.026227, 0.039358
tsimane, 26, (CC[, Other, 0.005843, 0.013341
tsimane, 26, ][)(, Other, 0.007842, 0.015584
tsimane, 26, (])[, Other, 0.005900, 0.014300
tsimane, 26, [CC(, Other, 0.007520, 0.015118
tsimane, 26, [(]), Other, 0.012969, 0.022679
tsimane, 26, O)O], Other, 0.007496, 0.014842
tsimane, 26, O)]O, Other, 0.005533, 0.012732
tsimane, 26, C[(M, Other, 0.005733, 0.012912
tsimane, 26, (C[M, Other, 0.007832, 0.016848
tsimane, 26, )][(, Other, 0.004922, 0.012286
tsimane, 26, ([)], Other, 0.035794, 0.034074
tsimane, 26, [()], Recursive, 0.022409, 0.030316
tsimane, 26, O])O, Other, 0.006095, 0.014493
tsimane, 26, ()[], Tail, 0.006701, 0.013736
tsimane, 26, ]()[, Other, 0.005490, 0.012655
tsimane, 26, (][), Other, 0.008716, 0.016960
tsimane, 26, [)](, Other, 0.003975, 0.010995
tsimane, 26, ([CM, Crossing, 0.023029, 0.036267
tsimane, 26, ]OO), Other, 0.005695, 0.015276
tsimane, 26, )]OO, Other, 0.004124, 0.010061
tsimane, 26, C(C[, Other, 0.005944, 0.012768
tsimane, 27, C[C(, Other, 0.006826, 0.014773
tsimane, 27, OCOM, Other, 0.017025, 0.035474
tsimane, 27, )O]O, Other, 0.007215, 0.015899
tsimane, 27, ][(), Other, 0.005147, 0.012677
tsimane, 27, CC[(, Other, 0.006896, 0.015064
tsimane, 27, ])[(, Other, 0.005556, 0.014586
tsimane, 27, OCCO, Other, 0.007974, 0.017734
tsimane, 27, )]([, Other, 0.005446, 0.013407
tsimane, 27, [C(M, Other, 0.006379, 0.014380
tsimane, 27, ])OO, Other, 0.005039, 0.013359
tsimane, 27, ()][, Other, 0.006677, 0.013571
tsimane, 27, [)(], Other, 0.009536, 0.018597
tsimane, 27, )[](, Other, 0.006806, 0.016060
tsimane, 27, OO]), Crossing, 0.026197, 0.040777
tsimane, 27, ]([), Other, 0.007476, 0.015824
tsimane, 27, )OO], Other, 0.007120, 0.017774
tsimane, 27, C([M, Other, 0.004996, 0.012009
tsimane, 27, OMCO, Other, 0.008071, 0.016340
tsimane, 27, OOCM, Crossing, 0.012350, 0.025260
tsimane, 27, ([]), Recursive, 0.309809, 0.091194
tsimane, 27, ]O)O, Other, 0.005476, 0.012910
tsimane, 27, ])([, Other, 0.007394, 0.015796
tsimane, 27, COOC, Other, 0.004990, 0.013945
tsimane, 27, O]O), Other, 0.015263, 0.032539
tsimane, 27, )(][, Other, 0.006043, 0.014370
tsimane, 27, OO)], Crossing, 0.025622, 0.033651
tsimane, 27, COCO, Other, 0.007230, 0.015420
tsimane, 27, [](), Tail, 0.007566, 0.017117
tsimane, 27, CCOO, Other, 0.005382, 0.013627
tsimane, 27, [(CM, Crossing, 0.021099, 0.028154
tsimane, 27, CC([, Other, 0.006266, 0.013490
tsimane, 27, )([], Other, 0.007561, 0.016190
