Sub,Exposure,Experiment,Date,Press,Trial,ItemPressed,CorrectItem,Accuracy,Hint,Order pressed,HintNominal,Known,TrialAcc,HintsPerTrial,HintRT,RT,Time,List,Items,Day,HintAvailible,HintPause,NumLists,PortPressed,CorrectPort,PicturePressed,Chamber,TrialsPerSession,TO,ITI,Other Day,,,,
Coltrane,1,Experiment 2,2015.05.01,272,75,A,A,1,0,,No Hint,Unknown,bl,bl,bl,2.45,994.7167,4003,4,1,FALSE,0,6,10,10,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,273,75,C,B,1,0,,No Hint,Unknown,bl,bl,bl,1.016667,995.7333,4003,4,1,FALSE,0,6,6,9,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,274,75,D,C,1,0,,No Hint,Unknown,bl,bl,bl,1.066667,996.8,4003,4,1,FALSE,0,6,4,6,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,275,75,B,D,1,0,ACDB,No Hint,Unknown,1,0,bl,0.5333333,997.3333,4003,4,1,FALSE,0,6,9,4,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,375,101,A,A,1,0,,No Hint,Unknown,bl,bl,bl,2.9,1308.217,4003,4,1,FALSE,0,6,2,2,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,376,101,B,B,1,0,,No Hint,Unknown,bl,bl,bl,0.6166667,1308.833,4003,4,1,FALSE,0,6,5,5,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,377,101,C,C,1,0,,No Hint,Unknown,bl,bl,bl,0.6333333,1309.467,4003,4,1,FALSE,0,6,3,3,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,378,101,D,D,1,0,ABCD,No Hint,Unknown,1,0,bl,0.55,1310.017,4003,4,1,FALSE,0,6,10,10,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,383,103,C,A,1,0,,No Hint,Unknown,bl,bl,bl,2.65,1327.667,4003,4,1,FALSE,0,6,3,9,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,384,103,A,B,1,0,,No Hint,Unknown,bl,bl,bl,0.5333333,1328.2,4003,4,1,FALSE,0,6,9,4,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,385,103,B,C,1,0,,No Hint,Unknown,bl,bl,bl,1.466667,1329.667,4003,4,1,FALSE,0,6,4,3,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,386,103,D,D,1,0,CABD,No Hint,Unknown,1,0,bl,0.4166667,1330.083,4003,4,1,FALSE,0,6,10,10,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,391,105,A,A,1,0,,No Hint,Unknown,bl,bl,bl,1.866667,1348.083,4003,4,1,FALSE,0,6,5,5,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,392,105,B,B,1,0,,No Hint,Unknown,bl,bl,bl,1.083333,1349.167,4003,4,1,FALSE,0,6,7,7,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,393,105,C,C,1,0,,No Hint,Unknown,bl,bl,bl,0.8666667,1350.033,4003,4,1,FALSE,0,6,9,9,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,394,105,D,D,1,0,ABCD,No Hint,Unknown,1,0,bl,0.4666667,1350.5,4003,4,1,FALSE,0,6,6,6,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,431,117,C,A,1,0,,No Hint,Unknown,bl,bl,bl,2.9,1494.417,4003,4,1,FALSE,0,6,7,2,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,432,117,A,B,1,0,,No Hint,Unknown,bl,bl,bl,0.6166667,1495.033,4003,4,1,FALSE,0,6,2,4,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,433,117,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.8166667,1495.85,4003,4,1,FALSE,0,6,1,7,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,434,117,B,D,1,0,CADB,No Hint,Unknown,1,0,bl,0.4,1496.25,4003,4,1,FALSE,0,6,4,1,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,477,129,C,A,1,0,,No Hint,Unknown,bl,bl,bl,3.166667,1644.55,4003,4,1,FALSE,0,6,6,0,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,478,129,A,B,1,0,,No Hint,Unknown,bl,bl,bl,1.683333,1646.233,4003,4,1,FALSE,0,6,0,11,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,479,129,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.4666667,1646.7,4003,4,1,FALSE,0,6,10,6,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,480,129,B,D,1,0,CADB,No Hint,Unknown,1,0,bl,0.5333333,1647.233,4003,4,1,FALSE,0,6,11,10,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,489,132,A,A,1,0,,No Hint,Unknown,bl,bl,bl,2.45,1676.35,4003,4,1,FALSE,0,6,7,7,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,490,132,B,B,1,0,,No Hint,Unknown,bl,bl,bl,0.9833333,1677.333,4003,4,1,FALSE,0,6,4,4,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,491,132,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.7,1678.033,4003,4,1,FALSE,0,6,5,2,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,492,132,C,D,1,0,ABDC,No Hint,Unknown,1,0,bl,0.4333333,1678.467,4003,4,1,FALSE,0,6,2,5,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,493,133,C,A,1,0,,No Hint,Unknown,bl,bl,bl,4.3,1706.217,4003,4,1,FALSE,0,6,4,3,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,494,133,A,B,1,0,,No Hint,Unknown,bl,bl,bl,0.5166667,1706.733,4003,4,1,FALSE,0,6,3,2,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,495,133,D,C,1,0,,No Hint,Unknown,bl,bl,bl,1.066667,1707.8,4003,4,1,FALSE,0,6,9,4,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,496,133,B,D,1,0,CADB,No Hint,Unknown,1,0,bl,1.8,1709.6,4003,4,1,FALSE,0,6,2,9,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,582,156,A,A,1,0,,No Hint,Unknown,bl,bl,bl,3.15,2011.3,4003,4,1,FALSE,0,6,8,8,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,583,156,B,B,1,0,,No Hint,Unknown,bl,bl,bl,0.4666667,2011.767,4003,4,1,FALSE,0,6,2,2,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,584,156,C,C,1,0,,No Hint,Unknown,bl,bl,bl,0.9833333,2012.75,4003,4,1,FALSE,0,6,11,11,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,585,156,D,D,1,0,ABCD,No Hint,Unknown,1,0,bl,0.4666667,2013.217,4003,4,1,FALSE,0,6,0,0,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,691,184,C,A,1,0,,No Hint,Unknown,bl,bl,bl,4.5,2314.4,4003,4,1,FALSE,0,6,8,6,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,692,184,A,B,1,0,,No Hint,Unknown,bl,bl,bl,0.5166667,2314.917,4003,4,1,FALSE,0,6,6,11,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,693,184,B,C,1,0,,No Hint,Unknown,bl,bl,bl,1.183333,2316.1,4003,4,1,FALSE,0,6,11,8,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.01,694,184,D,D,1,0,CABD,No Hint,Unknown,1,0,bl,0.5,2316.6,4003,4,1,FALSE,0,6,1,1,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,61,22,A,A,1,0,,No Hint,Unknown,bl,bl,bl,2.316667,5183.183,4003,4,1,FALSE,0,6,11,11,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,62,22,B,B,1,0,,No Hint,Unknown,bl,bl,bl,1.766667,5184.95,4003,4,1,FALSE,0,6,2,2,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,63,22,C,C,1,0,,No Hint,Unknown,bl,bl,bl,0.5333333,5185.483,4003,4,1,FALSE,0,6,7,7,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,64,22,D,D,1,0,ABCD,No Hint,Unknown,1,0,bl,0.45,5185.933,4003,4,1,FALSE,0,6,0,0,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,115,38,A,A,1,0,,No Hint,Unknown,bl,bl,bl,3,5407.483,4003,4,1,FALSE,0,6,11,11,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,116,38,C,B,1,0,,No Hint,Unknown,bl,bl,bl,1.983333,5409.467,4003,4,1,FALSE,0,6,1,2,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,117,38,B,C,1,0,,No Hint,Unknown,bl,bl,bl,0.5,5409.967,4003,4,1,FALSE,0,6,2,1,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,118,38,D,D,1,0,ACBD,No Hint,Unknown,1,0,bl,0.7,5410.667,4003,4,1,FALSE,0,6,6,6,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,257,76,C,A,1,0,,No Hint,Unknown,bl,bl,bl,3.283333,5854.967,4003,4,1,FALSE,0,6,11,8,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,258,76,A,B,1,0,,No Hint,Unknown,bl,bl,bl,0.5166667,5855.483,4003,4,1,FALSE,0,6,8,4,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,259,76,B,C,1,0,,No Hint,Unknown,bl,bl,bl,0.6333333,5856.117,4003,4,1,FALSE,0,6,4,11,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,260,76,D,D,1,0,CABD,No Hint,Unknown,1,0,bl,0.5,5856.617,4003,4,1,FALSE,0,6,1,1,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,315,91,C,A,1,0,,No Hint,Unknown,bl,bl,bl,2.733333,6015.5,4003,4,1,FALSE,0,6,10,0,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,316,91,B,B,1,0,,No Hint,Unknown,bl,bl,bl,1.466667,6016.967,4003,4,1,FALSE,0,6,11,11,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,317,91,D,C,1,0,,No Hint,Unknown,bl,bl,bl,1,6017.967,4003,4,1,FALSE,0,6,3,10,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,318,91,A,D,1,0,CBDA,No Hint,Unknown,1,0,bl,0.4833333,6018.45,4003,4,1,FALSE,0,6,0,3,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,366,105,C,A,1,0,,No Hint,Unknown,bl,bl,bl,1.583333,6175.417,4003,4,1,FALSE,0,6,0,5,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,367,105,A,B,1,0,,No Hint,Unknown,bl,bl,bl,0.95,6176.367,4003,4,1,FALSE,0,6,5,9,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,368,105,B,C,1,0,,No Hint,Unknown,bl,bl,bl,0.95,6177.317,4003,4,1,FALSE,0,6,9,0,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,369,105,D,D,1,0,CABD,No Hint,Unknown,1,0,bl,0.6166667,6177.933,4003,4,1,FALSE,0,6,1,1,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,445,129,C,A,1,0,,No Hint,Unknown,bl,bl,bl,3.15,6473.633,4003,4,1,FALSE,0,6,0,4,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,446,129,A,B,1,0,,No Hint,Unknown,bl,bl,bl,0.75,6474.383,4003,4,1,FALSE,0,6,4,1,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,447,129,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.6666667,6475.05,4003,4,1,FALSE,0,6,5,0,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,448,129,B,D,1,0,CADB,No Hint,Unknown,1,0,bl,0.6166667,6475.667,4003,4,1,FALSE,0,6,1,5,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,491,144,C,A,1,0,,No Hint,Unknown,bl,bl,bl,1.966667,6658.95,4003,4,1,FALSE,0,6,0,9,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,492,144,A,B,1,0,,No Hint,Unknown,bl,bl,bl,0.85,6659.8,4003,4,1,FALSE,0,6,9,7,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,493,144,B,C,1,0,,No Hint,Unknown,bl,bl,bl,0.6333333,6660.433,4003,4,1,FALSE,0,6,7,0,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,494,144,D,D,1,0,CABD,No Hint,Unknown,1,0,bl,0.6166667,6661.05,4003,4,1,FALSE,0,6,11,11,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,600,174,C,A,1,0,,No Hint,Unknown,bl,bl,bl,2.9,7004.167,4003,4,1,FALSE,0,6,5,4,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,601,174,D,B,1,0,,No Hint,Unknown,bl,bl,bl,1.066667,7005.233,4003,4,1,FALSE,0,6,7,11,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,602,174,A,C,1,0,,No Hint,Unknown,bl,bl,bl,0.5666667,7005.8,4003,4,1,FALSE,0,6,4,5,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,603,174,B,D,1,0,CDAB,No Hint,Unknown,1,0,bl,0.65,7006.45,4003,4,1,FALSE,0,6,11,7,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,635,184,C,A,1,0,,No Hint,Unknown,bl,bl,bl,2.7,7116.35,4003,4,1,FALSE,0,6,9,7,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,636,184,A,B,1,0,,No Hint,Unknown,bl,bl,bl,0.95,7117.3,4003,4,1,FALSE,0,6,7,6,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,637,184,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.6,7117.9,4003,4,1,FALSE,0,6,11,9,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,638,184,B,D,1,0,CADB,No Hint,Unknown,1,0,bl,0.6833333,7118.583,4003,4,1,FALSE,0,6,6,11,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,677,195,C,A,1,0,,No Hint,Unknown,bl,bl,bl,2.95,7239.067,4003,4,1,FALSE,0,6,6,1,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,678,195,A,B,1,0,,No Hint,Unknown,bl,bl,bl,2.5,7241.567,4003,4,1,FALSE,0,6,1,9,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,679,195,B,C,1,0,,No Hint,Unknown,bl,bl,bl,1.1,7242.667,4003,4,1,FALSE,0,6,9,6,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.04,680,195,D,D,1,0,CABD,No Hint,Unknown,1,0,bl,0.4666667,7243.133,4003,4,1,FALSE,0,6,7,7,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,31,9,A,A,1,0,,No Hint,Unknown,bl,bl,bl,2.583333,94.85,4003,4,1,FALSE,0,6,4,4,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,32,9,B,B,1,0,,No Hint,Unknown,bl,bl,bl,0.95,95.8,4003,4,1,FALSE,0,6,6,6,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,33,9,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.9666667,96.76667,4003,4,1,FALSE,0,6,10,3,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,34,9,C,D,1,0,ABDC,No Hint,Unknown,1,0,bl,0.5,97.26667,4003,4,1,FALSE,0,6,3,10,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,147,39,C,A,1,0,,No Hint,Unknown,bl,bl,bl,3.683333,429.0167,4003,4,1,FALSE,0,6,3,5,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,148,39,D,B,1,0,,No Hint,Unknown,bl,bl,bl,0.8666667,429.8833,4003,4,1,FALSE,0,6,4,11,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,149,39,B,C,1,0,,No Hint,Unknown,bl,bl,bl,1.683333,431.5667,4003,4,1,FALSE,0,6,11,3,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,150,39,A,D,1,0,CDBA,No Hint,Unknown,1,0,bl,0.4,431.9667,4003,4,1,FALSE,0,6,5,4,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,179,47,C,A,1,0,,No Hint,Unknown,bl,bl,bl,2.083333,516.6167,4003,4,1,FALSE,0,6,5,11,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,180,47,D,B,1,0,,No Hint,Unknown,bl,bl,bl,0.9166667,517.5333,4003,4,1,FALSE,0,6,2,0,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,181,47,A,C,1,0,,No Hint,Unknown,bl,bl,bl,0.6666667,518.2,4003,4,1,FALSE,0,6,11,5,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,182,47,B,D,1,0,CDAB,No Hint,Unknown,1,0,bl,0.4666667,518.6667,4003,4,1,FALSE,0,6,0,2,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,183,48,C,A,1,0,,No Hint,Unknown,bl,bl,bl,3.15,527.6167,4003,4,1,FALSE,0,6,2,8,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,184,48,D,B,1,0,,No Hint,Unknown,bl,bl,bl,0.5,528.1167,4003,4,1,FALSE,0,6,5,3,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,185,48,A,C,1,0,,No Hint,Unknown,bl,bl,bl,0.7166667,528.8333,4003,4,1,FALSE,0,6,8,2,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,186,48,B,D,1,0,CDAB,No Hint,Unknown,1,0,bl,0.4833333,529.3167,4003,4,1,FALSE,0,6,3,5,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,207,54,C,A,1,0,,No Hint,Unknown,bl,bl,bl,2.016667,593.8167,4003,4,1,FALSE,0,6,4,11,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,208,54,D,B,1,0,,No Hint,Unknown,bl,bl,bl,1.25,595.0667,4003,4,1,FALSE,0,6,10,6,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,209,54,A,C,1,0,,No Hint,Unknown,bl,bl,bl,0.4833333,595.55,4003,4,1,FALSE,0,6,11,4,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,210,54,B,D,1,0,CDAB,No Hint,Unknown,1,0,bl,0.5333333,596.0833,4003,4,1,FALSE,0,6,6,10,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,236,62,C,A,1,0,,No Hint,Unknown,bl,bl,bl,3.4,677.35,4003,4,1,FALSE,0,6,7,8,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,237,62,A,B,1,0,,No Hint,Unknown,bl,bl,bl,0.5,677.85,4003,4,1,FALSE,0,6,8,4,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,238,62,D,C,1,0,,No Hint,Unknown,bl,bl,bl,1.05,678.9,4003,4,1,FALSE,0,6,9,7,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,239,62,B,D,1,0,CADB,No Hint,Unknown,1,0,bl,0.5333333,679.4333,4003,4,1,FALSE,0,6,4,9,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,247,65,C,A,1,0,,No Hint,Unknown,bl,bl,bl,2.833333,710.8167,4003,4,1,FALSE,0,6,5,10,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,248,65,A,B,1,0,,No Hint,Unknown,bl,bl,bl,0.8833333,711.7,4003,4,1,FALSE,0,6,10,4,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,249,65,D,C,1,0,,No Hint,Unknown,bl,bl,bl,2.083333,713.7833,4003,4,1,FALSE,0,6,3,5,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,250,65,B,D,1,0,CADB,No Hint,Unknown,1,0,bl,0.6,714.3833,4003,4,1,FALSE,0,6,4,3,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,334,88,A,A,1,0,,No Hint,Unknown,bl,bl,bl,3.633333,960.2167,4003,4,1,FALSE,0,6,6,6,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,335,88,C,B,1,0,,No Hint,Unknown,bl,bl,bl,0.6166667,960.8333,4003,4,1,FALSE,0,6,10,0,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,336,88,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.85,961.6833,4003,4,1,FALSE,0,6,7,10,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,337,88,B,D,1,0,ACDB,No Hint,Unknown,1,0,bl,0.65,962.3333,4003,4,1,FALSE,0,6,0,7,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,382,100,C,A,1,0,,No Hint,Unknown,bl,bl,bl,3.166667,1096.5,4003,4,1,FALSE,0,6,11,4,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,383,100,A,B,1,0,,No Hint,Unknown,bl,bl,bl,1.283333,1097.783,4003,4,1,FALSE,0,6,4,8,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,384,100,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.85,1098.633,4003,4,1,FALSE,0,6,0,11,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,385,100,B,D,1,0,CADB,No Hint,Unknown,1,0,bl,0.5666667,1099.2,4003,4,1,FALSE,0,6,8,0,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,504,132,A,A,1,0,,No Hint,Unknown,bl,bl,bl,2.6,1453.167,4003,4,1,FALSE,0,6,10,10,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,505,132,C,B,1,0,,No Hint,Unknown,bl,bl,bl,1.1,1454.267,4003,4,1,FALSE,0,6,2,5,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,506,132,D,C,1,0,,No Hint,Unknown,bl,bl,bl,1.633333,1455.9,4003,4,1,FALSE,0,6,3,2,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.05,507,132,B,D,1,0,ACDB,No Hint,Unknown,1,0,bl,0.4666667,1456.367,4003,4,1,FALSE,0,6,5,3,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.06,17,6,A,A,1,0,,No Hint,Unknown,bl,bl,bl,2.45,90.91667,4003,4,1,FALSE,0,6,4,4,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.06,18,6,C,B,1,0,,No Hint,Unknown,bl,bl,bl,2.533333,93.45,4003,4,1,FALSE,0,6,2,5,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.06,19,6,B,C,1,0,,No Hint,Unknown,bl,bl,bl,0.4333333,93.88333,4003,4,1,FALSE,0,6,5,2,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.06,20,6,D,D,1,0,ACBD,No Hint,Unknown,1,0,bl,0.45,94.33333,4003,4,1,FALSE,0,6,7,7,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.06,21,7,A,A,1,0,,No Hint,Unknown,bl,bl,bl,1.5,101.3833,4003,4,1,FALSE,0,6,1,1,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.06,22,7,D,B,1,0,,No Hint,Unknown,bl,bl,bl,1.183333,102.5667,4003,4,1,FALSE,0,6,6,8,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.06,23,7,B,C,1,0,,No Hint,Unknown,bl,bl,bl,0.4666667,103.0333,4003,4,1,FALSE,0,6,8,9,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.06,24,7,C,D,1,0,ADBC,No Hint,Unknown,1,0,bl,0.4333333,103.4667,4003,4,1,FALSE,0,6,9,6,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.06,241,66,C,A,1,0,,No Hint,Unknown,bl,bl,bl,2.816667,859.7333,4003,4,1,FALSE,0,6,5,9,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.06,242,66,D,B,1,0,,No Hint,Unknown,bl,bl,bl,0.9666667,860.7,4003,4,1,FALSE,0,6,2,7,4003.04,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.06,243,66,A,C,1,0,,No Hint,Unknown,bl,bl,bl,0.9333333,861.6333,4003,4,1,FALSE,0,6,9,5,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.06,244,66,B,D,1,0,CDAB,No Hint,Unknown,1,0,bl,0.4666667,862.1,4003,4,1,FALSE,0,6,7,2,4003.02,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.06,318,89,C,A,1,0,,No Hint,Unknown,bl,bl,bl,4.05,1170.883,4003,4,1,FALSE,0,6,0,1,4003.03,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.06,319,89,A,B,1,0,,No Hint,Unknown,bl,bl,bl,0.8,1171.683,4003,4,1,FALSE,0,6,1,8,4003.01,,200,3,4,1,,,,
Coltrane,1,Experiment 2,2015.05.06,320,89,B,C,1,0,,No Hint,Unknown,bl,bl,bl,0.8666667,1172.55,4003,4,1,FALSE,0,6,8,0,4003.02,,200,3,4,1,,,,
