Sub,Date,Press,Trial,ItemPressed,CorrectItem,Accuracy,Hint,HintNominal,Known,TrialAcc,HintsPerTrial,HintRT,RT,Time,List,Items,Day,HintAvailible,HintPause,NumLists,PortPressed,CorrectPort,PicturePressed,Chamber,TrialsPerSession,TO,ITI,Other Day,Test or Training,Order pressed,Response type,Age,TACL Vocab Raw,TACL Grammar Morph Raw ,TACL EPS RAW,TEMA RAW,FORWARDS DIGITS
k0481,2015.04.06,106,32,A,B,1,0,No Hint,Unknown,bl,bl,bl,2.116667,572.7333,4006,4,1,FALSE,0,6,1,5,4006.01,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17
k0481,2015.04.06,107,32,D,C,1,0,No Hint,Unknown,bl,bl,bl,2.233333,574.9667,4006,4,1,FALSE,0,6,3,2,4006.04,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17
k0481,2015.04.06,108,32,B,D,1,0,No Hint,Unknown,1,0,bl,0.5833333,575.55,4006,4,1,FALSE,0,6,5,3,4006.02,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17
k0481,2015.04.06,109,33,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.483333,592.0833,4006,4,1,FALSE,0,6,2,4,4006.03,,40,3,2,1,TEST ,CADB,Not Recursive,4.8678987,33,36,28,9,17
k0481,2015.04.06,110,33,A,B,1,0,No Hint,Unknown,bl,bl,bl,2.433333,594.5167,4006,4,1,FALSE,0,6,4,5,4006.01,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17
k0481,2015.04.06,111,33,D,C,1,0,No Hint,Unknown,bl,bl,bl,1.583333,596.1,4006,4,1,FALSE,0,6,0,2,4006.04,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17
k0481,2015.04.06,112,33,B,D,1,0,No Hint,Unknown,1,0,bl,0.5833333,596.6833,4006,4,1,FALSE,0,6,5,0,4006.02,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17
k0481,2015.04.06,114,35,C,A,1,0,No Hint,Unknown,bl,bl,bl,2.483333,623.2,4006,4,1,FALSE,0,6,5,3,4006.03,,40,3,2,1,TEST ,CADB,Not Recursive,4.8678987,33,36,28,9,17
k0481,2015.04.06,115,35,A,B,1,0,No Hint,Unknown,bl,bl,bl,1.216667,624.4167,4006,4,1,FALSE,0,6,3,4,4006.01,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17
k0481,2015.04.06,116,35,D,C,1,0,No Hint,Unknown,bl,bl,bl,1.8,626.2167,4006,4,1,FALSE,0,6,1,5,4006.04,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17
k0481,2015.04.06,117,35,B,D,1,0,No Hint,Unknown,1,0,bl,0.6,626.8167,4006,4,1,FALSE,0,6,4,1,4006.02,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17
k0481,2015.04.06,119,37,C,A,1,0,No Hint,Unknown,bl,bl,bl,10.48333,691.5667,4006,4,1,FALSE,0,6,4,1,4006.03,,40,3,2,1,TEST ,CADB,Not Recursive,4.8678987,33,36,28,9,17
k0481,2015.04.06,120,37,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.4833333,692.05,4006,4,1,FALSE,0,6,1,0,4006.01,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17
k0481,2015.04.06,121,37,D,C,1,0,No Hint,Unknown,bl,bl,bl,2.5,694.55,4006,4,1,FALSE,0,6,2,4,4006.04,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17
k0481,2015.04.06,122,37,B,D,1,0,No Hint,Unknown,1,0,bl,0.5666667,695.1167,4006,4,1,FALSE,0,6,0,2,4006.02,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17
k0481,2015.04.06,123,38,C,A,1,0,No Hint,Unknown,bl,bl,bl,2.083333,709.3833,4006,4,1,FALSE,0,6,0,3,4006.03,,40,3,2,1,TEST ,CADB,Not Recursive,4.8678987,33,36,28,9,17
k0481,2015.04.06,124,38,A,B,1,0,No Hint,Unknown,bl,bl,bl,2.666667,712.05,4006,4,1,FALSE,0,6,3,1,4006.01,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17
k0481,2015.04.06,125,38,D,C,1,0,No Hint,Unknown,bl,bl,bl,1.866667,713.9167,4006,4,1,FALSE,0,6,4,0,4006.04,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17
k0481,2015.04.06,126,38,B,D,1,0,No Hint,Unknown,1,0,bl,0.4833333,714.4,4006,4,1,FALSE,0,6,1,4,4006.02,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17
k0510,2015.04.07,1,1,D,A,1,0,No Hint,Unknown,bl,bl,bl,11.91667,15.68333,4006,4,1,FALSE,0,6,2,5,4006.04,,40,3,2,1,TEST,DBAC,ALL OTHER,4.167008898,21,13,18,8,13
k0510,2015.04.07,2,1,B,B,1,0,No Hint,Unknown,bl,bl,bl,5.25,20.83333,4006,4,1,FALSE,0,6,0,0,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,3,1,A,C,1,0,No Hint,Unknown,bl,bl,bl,2.233333,23.06667,4006,4,1,FALSE,0,6,5,3,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,4,1,C,D,1,0,No Hint,Unknown,1,0,bl,0.65,23.71667,4006,4,1,FALSE,0,6,3,2,4006.03,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,15,7,C,A,1,0,No Hint,Unknown,bl,bl,bl,6.033333,160.1333,4006,4,1,FALSE,0,6,4,1,4006.03,,40,3,2,1,TEST,CABD,Recursive,4.167008898,21,13,18,8,13
k0510,2015.04.07,16,7,A,B,1,0,No Hint,Unknown,bl,bl,bl,12.46667,172.6,4006,4,1,FALSE,0,6,1,2,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,17,7,B,C,1,0,No Hint,Unknown,bl,bl,bl,4.516667,177.1167,4006,4,1,FALSE,0,6,2,4,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,18,7,D,D,1,0,No Hint,Unknown,1,0,bl,3.266667,180.3833,4006,4,1,FALSE,0,6,3,3,4006.04,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,20,9,C,A,1,0,No Hint,Unknown,bl,bl,bl,2.716667,219.8167,4006,4,1,FALSE,0,6,1,2,4006.03,,40,3,2,1,TEST,CDBA,ALL OTHER,4.167008898,21,13,18,8,13
k0510,2015.04.07,21,9,D,B,1,0,No Hint,Unknown,bl,bl,bl,8.416667,228.2333,4006,4,1,FALSE,0,6,5,4,4006.04,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,22,9,B,C,1,0,No Hint,Unknown,bl,bl,bl,2.95,231.1833,4006,4,1,FALSE,0,6,4,1,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,23,9,A,D,1,0,No Hint,Unknown,1,0,bl,2.05,233.2333,4006,4,1,FALSE,0,6,2,5,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,24,10,D,A,1,0,No Hint,Unknown,bl,bl,bl,0.1666667,239.6333,4006,4,1,FALSE,0,6,4,0,4006.04,,40,3,2,1,TEST,DDAB,Repeated Bracket Error,4.167008898,21,13,18,8,13
k0510,2015.04.07,25,10,D,B,1,0,No Hint,Unknown,bl,bl,bl,3.616667,243.25,4006,4,1,FALSE,0,6,4,3,4006.04,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,26,10,A,C,1,0,No Hint,Unknown,bl,bl,bl,5.933333,249.1833,4006,4,1,FALSE,0,6,0,5,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,27,10,B,D,1,0,No Hint,Unknown,1,0,bl,5.8,254.9833,4006,4,1,FALSE,0,6,3,4,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,33,13,C,A,1,0,No Hint,Unknown,bl,bl,bl,10.38333,305.1833,4006,4,1,FALSE,0,6,4,0,4006.03,,40,3,2,1,TEST,CABC,Repeated Bracket Error,4.167008898,21,13,18,8,13
k0510,2015.04.07,34,13,A,B,1,0,No Hint,Unknown,bl,bl,bl,5.633333,310.8167,4006,4,1,FALSE,0,6,0,1,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,35,13,B,C,1,0,No Hint,Unknown,bl,bl,bl,1.8,312.6167,4006,4,1,FALSE,0,6,1,4,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,36,13,C,D,1,0,No Hint,Unknown,1,0,bl,1.316667,313.9333,4006,4,1,FALSE,0,6,4,5,4006.03,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,38,15,D,A,1,0,No Hint,Unknown,bl,bl,bl,2.05,347.3333,4006,4,1,FALSE,0,6,3,4,4006.04,,40,3,2,1,TEST,DABC,ALL OTHER,4.167008898,21,13,18,8,13
k0510,2015.04.07,39,15,A,B,1,0,No Hint,Unknown,bl,bl,bl,4.2,351.5333,4006,4,1,FALSE,0,6,4,1,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,40,15,B,C,1,0,No Hint,Unknown,bl,bl,bl,6.266667,357.8,4006,4,1,FALSE,0,6,1,2,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,41,15,C,D,1,0,No Hint,Unknown,1,0,bl,1.15,358.95,4006,4,1,FALSE,0,6,2,3,4006.03,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,43,17,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.916667,388.6,4006,4,1,FALSE,0,6,0,1,4006.03,,40,3,2,1,TEST,CABD,Recursive,4.167008898,21,13,18,8,13
k0510,2015.04.07,44,17,A,B,1,0,No Hint,Unknown,bl,bl,bl,4.866667,393.4667,4006,4,1,FALSE,0,6,1,3,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,45,17,B,C,1,0,No Hint,Unknown,bl,bl,bl,5.4,398.8667,4006,4,1,FALSE,0,6,3,0,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,46,17,D,D,1,0,No Hint,Unknown,1,0,bl,1.233333,400.1,4006,4,1,FALSE,0,6,4,4,4006.04,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,55,20,D,A,1,0,No Hint,Unknown,bl,bl,bl,3.633333,460.0167,4006,4,1,FALSE,0,6,0,5,4006.04,,40,3,2,1,TEST,DCBA,ALL OTHER,4.167008898,21,13,18,8,13
k0510,2015.04.07,56,20,C,B,1,0,No Hint,Unknown,bl,bl,bl,2.666667,462.6833,4006,4,1,FALSE,0,6,4,3,4006.03,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,57,20,B,C,1,0,No Hint,Unknown,bl,bl,bl,3.083333,465.7667,4006,4,1,FALSE,0,6,3,4,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,58,20,A,D,1,0,No Hint,Unknown,1,0,bl,0.9833333,466.75,4006,4,1,FALSE,0,6,5,0,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,59,21,C,A,1,0,No Hint,Unknown,bl,bl,bl,4.566667,493.1667,4006,4,1,FALSE,0,6,1,4,4006.03,,40,3,2,1,TEST,CDBA,ALL OTHER,4.167008898,21,13,18,8,13
k0510,2015.04.07,60,21,D,B,1,0,No Hint,Unknown,bl,bl,bl,2.966667,496.1333,4006,4,1,FALSE,0,6,2,3,4006.04,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,61,21,B,C,1,0,No Hint,Unknown,bl,bl,bl,1.733333,497.8667,4006,4,1,FALSE,0,6,3,1,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,62,21,A,D,1,0,No Hint,Unknown,1,0,bl,0.8333333,498.7,4006,4,1,FALSE,0,6,4,2,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,65,23,D,A,1,0,No Hint,Unknown,bl,bl,bl,14.38333,536.2167,4006,4,1,FALSE,0,6,1,5,4006.04,,40,3,2,1,TEST,DCAB,ALL OTHER,4.167008898,21,13,18,8,13
k0510,2015.04.07,66,23,C,B,1,0,No Hint,Unknown,bl,bl,bl,2.633333,538.85,4006,4,1,FALSE,0,6,2,0,4006.03,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,67,23,A,C,1,0,No Hint,Unknown,bl,bl,bl,1.333333,540.1833,4006,4,1,FALSE,0,6,5,2,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,68,23,B,D,1,0,No Hint,Unknown,1,0,bl,0.9,541.0833,4006,4,1,FALSE,0,6,0,1,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,69,24,C,A,1,0,No Hint,Unknown,bl,bl,bl,8.383333,554.3167,4006,4,1,FALSE,0,6,4,3,4006.03,,40,3,2,1,TEST,CDBA,ALL OTHER,4.167008898,21,13,18,8,13
k0510,2015.04.07,70,24,D,B,1,0,No Hint,Unknown,bl,bl,bl,2.783333,557.1,4006,4,1,FALSE,0,6,1,0,4006.04,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,71,24,B,C,1,0,No Hint,Unknown,bl,bl,bl,1.183333,558.2833,4006,4,1,FALSE,0,6,0,4,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,72,24,A,D,1,0,No Hint,Unknown,1,0,bl,0.9,559.1833,4006,4,1,FALSE,0,6,3,1,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,74,26,C,A,1,0,No Hint,Unknown,bl,bl,bl,3.916667,586.4167,4006,4,1,FALSE,0,6,5,3,4006.03,,40,3,2,1,TEST,CDBA,ALL OTHER,4.167008898,21,13,18,8,13
k0510,2015.04.07,75,26,D,B,1,0,No Hint,Unknown,bl,bl,bl,2.516667,588.9333,4006,4,1,FALSE,0,6,1,2,4006.04,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,76,26,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.9333333,589.8667,4006,4,1,FALSE,0,6,2,5,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,77,26,A,D,1,0,No Hint,Unknown,1,0,bl,0.95,590.8167,4006,4,1,FALSE,0,6,3,1,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,78,27,C,A,1,0,No Hint,Unknown,bl,bl,bl,2.8,597.65,4006,4,1,FALSE,0,6,4,1,4006.03,,40,3,2,1,TEST,CDAB,"Recursive, not taught",4.167008898,21,13,18,8,13
k0510,2015.04.07,79,27,D,B,1,0,No Hint,Unknown,bl,bl,bl,9.683333,607.3333,4006,4,1,FALSE,0,6,3,0,4006.04,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,80,27,A,C,1,0,No Hint,Unknown,bl,bl,bl,2,609.3333,4006,4,1,FALSE,0,6,1,4,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,81,27,B,D,1,0,No Hint,Unknown,1,0,bl,0.9333333,610.2667,4006,4,1,FALSE,0,6,0,3,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,82,28,C,A,1,0,No Hint,Unknown,bl,bl,bl,5.566667,622.8,4006,4,1,FALSE,0,6,4,1,4006.03,,40,3,2,1,TEST,CDAB,"Recursive, not taught",4.167008898,21,13,18,8,13
k0510,2015.04.07,83,28,D,B,1,0,No Hint,Unknown,bl,bl,bl,2.516667,625.3167,4006,4,1,FALSE,0,6,0,3,4006.04,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,84,28,A,C,1,0,No Hint,Unknown,bl,bl,bl,7.566667,632.8833,4006,4,1,FALSE,0,6,1,4,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,85,28,B,D,1,0,No Hint,Unknown,1,0,bl,2.05,634.9333,4006,4,1,FALSE,0,6,3,0,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,86,29,C,A,1,0,No Hint,Unknown,bl,bl,bl,2.183333,658.9167,4006,4,1,FALSE,0,6,3,2,4006.03,,40,3,2,1,TEST,CDAB,"Recursive, not taught",4.167008898,21,13,18,8,13
k0510,2015.04.07,87,29,D,B,1,0,No Hint,Unknown,bl,bl,bl,7.45,666.3667,4006,4,1,FALSE,0,6,0,5,4006.04,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,88,29,A,C,1,0,No Hint,Unknown,bl,bl,bl,1.55,667.9167,4006,4,1,FALSE,0,6,2,3,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,89,29,B,D,1,0,No Hint,Unknown,1,0,bl,0.8166667,668.7333,4006,4,1,FALSE,0,6,5,0,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,90,30,C,A,1,0,No Hint,Unknown,bl,bl,bl,9.183333,688.4167,4006,4,1,FALSE,0,6,1,2,4006.03,,40,3,2,1,TEST,CDAB,"Recursive, not taught",4.167008898,21,13,18,8,13
k0510,2015.04.07,91,30,D,B,1,0,No Hint,Unknown,bl,bl,bl,1.016667,689.4333,4006,4,1,FALSE,0,6,5,0,4006.04,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,92,30,A,C,1,0,No Hint,Unknown,bl,bl,bl,3.383333,692.8167,4006,4,1,FALSE,0,6,2,1,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,93,30,B,D,1,0,No Hint,Unknown,1,0,bl,1.666667,694.4833,4006,4,1,FALSE,0,6,0,5,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,94,31,C,A,1,0,No Hint,Unknown,bl,bl,bl,4.316667,707.1833,4006,4,1,FALSE,0,6,5,0,4006.03,,40,3,2,1,TEST,CDBA,ALL OTHER,4.167008898,21,13,18,8,13
k0510,2015.04.07,95,31,D,B,1,0,No Hint,Unknown,bl,bl,bl,3.6,710.7833,4006,4,1,FALSE,0,6,2,1,4006.04,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,96,31,B,C,1,0,No Hint,Unknown,bl,bl,bl,6.55,717.3333,4006,4,1,FALSE,0,6,1,5,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,97,31,A,D,1,0,No Hint,Unknown,1,0,bl,1.266667,718.6,4006,4,1,FALSE,0,6,0,2,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,98,32,C,A,1,0,No Hint,Unknown,bl,bl,bl,3.216667,742.8333,4006,4,1,FALSE,0,6,3,0,4006.03,,40,3,2,1,TEST,CDBA,ALL OTHER,4.167008898,21,13,18,8,13
k0510,2015.04.07,99,32,D,B,1,0,No Hint,Unknown,bl,bl,bl,1.466667,744.3,4006,4,1,FALSE,0,6,5,1,4006.04,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,100,32,B,C,1,0,No Hint,Unknown,bl,bl,bl,1.166667,745.4667,4006,4,1,FALSE,0,6,1,3,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,101,32,A,D,1,0,No Hint,Unknown,1,0,bl,0.9666667,746.4333,4006,4,1,FALSE,0,6,0,5,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,109,38,D,A,1,0,No Hint,Unknown,bl,bl,bl,2.316667,829.7333,4006,4,1,FALSE,0,6,4,1,4006.04,,40,3,2,1,TEST,DCAB,ALL OTHER,4.167008898,21,13,18,8,13
k0510,2015.04.07,110,38,C,B,1,0,No Hint,Unknown,bl,bl,bl,8.033333,837.7667,4006,4,1,FALSE,0,6,0,5,4006.03,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,111,38,A,C,1,0,No Hint,Unknown,bl,bl,bl,4.533333,842.3,4006,4,1,FALSE,0,6,1,0,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,112,38,B,D,1,0,No Hint,Unknown,1,0,bl,0.9166667,843.2167,4006,4,1,FALSE,0,6,5,4,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,114,40,D,A,1,0,No Hint,Unknown,bl,bl,bl,5.933333,864.3667,4006,4,1,FALSE,0,6,0,1,4006.04,,40,3,2,1,TEST,DCAB,ALL OTHER,4.167008898,21,13,18,8,13
k0510,2015.04.07,115,40,C,B,1,0,No Hint,Unknown,bl,bl,bl,2.216667,866.5833,4006,4,1,FALSE,0,6,2,3,4006.03,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,116,40,A,C,1,0,No Hint,Unknown,bl,bl,bl,8.183333,874.7667,4006,4,1,FALSE,0,6,1,2,4006.01,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0510,2015.04.07,117,40,B,D,1,0,No Hint,Unknown,1,0,bl,1.616667,876.3833,4006,4,1,FALSE,0,6,3,0,4006.02,,40,3,2,1,TEST,,,4.167008898,21,13,18,8,13
k0531,2015.04.09,1,1,C,A,1,0,No Hint,Unknown,bl,bl,bl,6.416667,10.18333,4006,4,1,FALSE,0,6,2,0,4006.03,,40,3,2,1,TEST,CABD,Recursive,4.484599589,41,46,29,34,30
k0531,2015.04.09,2,1,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.8166667,10.96667,4006,4,1,FALSE,0,6,0,4,4006.01,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
k0531,2015.04.09,3,1,B,C,1,0,No Hint,Unknown,bl,bl,bl,1.4,12.36667,4006,4,1,FALSE,0,6,4,2,4006.02,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
k0531,2015.04.09,4,1,D,D,1,0,No Hint,Unknown,1,0,bl,0.3333333,12.7,4006,4,1,FALSE,0,6,5,5,4006.04,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
k0531,2015.04.09,9,3,C,A,1,0,No Hint,Unknown,bl,bl,bl,8.083333,34.86667,4006,4,1,FALSE,0,6,0,1,4006.03,,40,3,2,1,TEST,CABD,Recursive,4.484599589,41,46,29,34,30
k0531,2015.04.09,10,3,A,B,1,0,No Hint,Unknown,bl,bl,bl,2.733333,37.6,4006,4,1,FALSE,0,6,1,5,4006.01,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
k0531,2015.04.09,11,3,B,C,1,0,No Hint,Unknown,bl,bl,bl,1.1,38.7,4006,4,1,FALSE,0,6,5,0,4006.02,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
k0531,2015.04.09,12,3,D,D,1,0,No Hint,Unknown,1,0,bl,0.2833333,38.98333,4006,4,1,FALSE,0,6,4,4,4006.04,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
k0531,2015.04.09,19,6,A,A,1,0,No Hint,Unknown,bl,bl,bl,9.266667,85.4,4006,4,1,FALSE,0,6,5,5,4006.01,,40,3,2,1,TEST,ACDA,Repeated Bracket Error,4.484599589,41,46,29,34,30
k0531,2015.04.09,20,6,C,B,1,0,No Hint,Unknown,bl,bl,bl,3.933333,89.33333,4006,4,1,FALSE,0,6,1,0,4006.03,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
k0531,2015.04.09,21,6,D,C,1,0,No Hint,Unknown,bl,bl,bl,1.533333,90.86667,4006,4,1,FALSE,0,6,4,1,4006.04,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
k0531,2015.04.09,22,6,A,D,1,0,No Hint,Unknown,1,0,bl,0.5333333,91.4,4006,4,1,FALSE,0,6,5,4,4006.01,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
k0531,2015.04.09,27,8,A,A,1,0,No Hint,Unknown,bl,bl,bl,2.733333,111.8333,4006,4,1,FALSE,0,6,0,0,4006.01,,40,3,2,1,TEST,ACDB,Recursive,4.484599589,41,46,29,34,30
k0531,2015.04.09,28,8,C,B,1,0,No Hint,Unknown,bl,bl,bl,1.55,113.3833,4006,4,1,FALSE,0,6,3,5,4006.03,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
k0531,2015.04.09,29,8,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.6166667,114,4006,4,1,FALSE,0,6,2,3,4006.04,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
k0531,2015.04.09,30,8,B,D,1,0,No Hint,Unknown,1,0,bl,0.5,114.5,4006,4,1,FALSE,0,6,5,2,4006.02,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
k0531,2015.04.09,35,10,A,A,1,0,No Hint,Unknown,bl,bl,bl,4.483333,136,4006,4,1,FALSE,0,6,4,4,4006.01,,40,3,2,1,TEST,ACDB,Recursive,4.484599589,41,46,29,34,30
k0531,2015.04.09,36,10,C,B,1,0,No Hint,Unknown,bl,bl,bl,2.616667,138.6167,4006,4,1,FALSE,0,6,0,5,4006.03,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
k0531,2015.04.09,37,10,D,C,1,0,No Hint,Unknown,bl,bl,bl,1.066667,139.6833,4006,4,1,FALSE,0,6,1,0,4006.04,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
k0531,2015.04.09,38,10,B,D,1,0,No Hint,Unknown,1,0,bl,0.5666667,140.25,4006,4,1,FALSE,0,6,5,1,4006.02,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
k0531,2015.04.09,39,11,A,A,1,0,No Hint,Unknown,bl,bl,bl,3.016667,147.4833,4006,4,1,FALSE,0,6,4,4,4006.01,,40,3,2,1,TEST,ACDB,Recursive,4.484599589,41,46,29,34,30
k0531,2015.04.09,40,11,C,B,1,0,No Hint,Unknown,bl,bl,bl,1.133333,148.6167,4006,4,1,FALSE,0,6,3,2,4006.03,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
k0531,2015.04.09,41,11,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.5166667,149.1333,4006,4,1,FALSE,0,6,5,3,4006.04,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
k0531,2015.04.09,42,11,B,D,1,0,No Hint,Unknown,1,0,bl,0.5,149.6333,4006,4,1,FALSE,0,6,2,5,4006.02,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
k0531,2015.04.09,57,16,A,A,1,0,No Hint,Unknown,bl,bl,bl,5.166667,202.7167,4006,4,1,FALSE,0,6,3,3,4006.01,,40,3,2,1,TEST,ACDB,Recursive,4.484599589,41,46,29,34,30
k0531,2015.04.09,58,16,C,B,1,0,No Hint,Unknown,bl,bl,bl,3.633333,206.35,4006,4,1,FALSE,0,6,5,1,4006.03,,40,3,2,1,TEST,,,4.484599589,41,46,29,34,30
